source_file,doc_id,locus,context_word,logogram,integer,fraction_seq,uncertain,restored,damaged,anomaly,is_kuro
HTtexts,HT 145+140,.3,MA,,30,,0,0,0,0,0
HTtexts,HT 145+140,.4,RI-KA-TA,,30,,0,0,0,0,0
HTtexts,HT 147,.2,RA,,,H,0,1,0,0,0
HTtexts,HT 147,.3,,,,J,0,1,0,0,0
HTtexts,HT 148,.1,,,100,,0,1,0,0,0
HTtexts,HT 148,.2,,,7,,0,1,0,0,0
HTtexts,HT 148,.2,,,40,,0,1,0,0,0
HTtexts,HT 15,.1-2,DU-*123-A,,684,,0,0,0,0,0
HTtexts,HT 15,.2-3,GRA+L3L3 *586,,570,,0,0,0,0,0
HTtexts,HT 15,.4,*188 KI-RO,,400,,0,0,0,0,0
HTtexts,HT 154A,.4,KU,,6,,0,1,0,0,0
HTtexts,HT 154A,.4,TA,,6,,0,1,0,0,0
HTtexts,HT 154C,.2,,,2,J,0,1,0,0,0
HTtexts,HT 154K,.2,,,2,,0,1,0,0,0
HTtexts,HT 154N,.2,,,6,,0,1,0,0,0
HTtexts,HT 16,.1-2,KA-KU-PA DI-NA-U,,,F,0,0,0,0,0
HTtexts,HT 16,.2-3,WA,,,B,0,0,0,0,0
HTtexts,HT 16,.3,*188+KU *684,,,EF,0,0,0,0,0
HTtexts,HT 16,.4,SA-PO,ZE,,K,0,0,0,0,0
HTtexts,HT 17,.1,RA-*164a-TI,TE VIN,38,,0,0,0,0,0
HTtexts,HT 17,.1-2,KU-MA-JU,,,E,0,0,0,0,0
HTtexts,HT 17,.2,SA-*315/RO,,10,,0,0,0,0,0
HTtexts,HT 17,.2-3,QE-KU-RE,DI,,J,0,0,0,0,0
HTtexts,HT 17,.3,SI-DA-RE,,5,,0,0,0,0,0
HTtexts,HT 17,.4,CAPm,,,F,0,0,0,0,0
HTtexts,HT 17,.4-5,SA-RE-JU,,,F,0,0,0,0,0
HTtexts,HT 17,.5,*188+KU *684,,,J,0,0,0,0,0
HTtexts,HT 19,.1,PA-SE,GRA+QE *578,20,,0,0,0,0,0
HTtexts,HT 19,.1,OLE+KI *618,,2,,0,0,0,0,0
HTtexts,HT 19,.1-2,RA-*164a-TI,TE VINa,30,,0,0,0,0,0
HTtexts,HT 19,.2,*304,,3,,0,0,0,0,0
HTtexts,HT 19,.2,SA-RA2,GRA,10,,0,0,0,0,0
HTtexts,HT 19,.2-3,FIC,,10,,0,0,0,0,0
HTtexts,HT 19,.2-3,SA-*315/RO,,5,J,0,0,0,0,0
HTtexts,HT 19,.3-4,DU-ME-DI,,43,J,0,0,0,0,0
HTtexts,HT 2.1,a.1,,,1,-DE,0,1,0,0,0
HTtexts,HT 2.1,a.2,TU,,1,,0,1,0,0,0
HTtexts,HT 2.1,a.2,TA-NA-TI,,,JE,0,0,0,0,0
HTtexts,HT 2.1,a.2-3,DI-RE-DI-NA,,,J,0,0,0,0,0
HTtexts,HT 2.1,a.3,TE-*301,,,JE,0,0,0,0,0
HTtexts,HT 2.1,a.4,RO-KE,,,J,0,0,0,0,0
HTtexts,HT 2.1,a.4-5,KA-RI-*310-I,,,E,0,0,0,0,0
HTtexts,HT 2.1,b.2,VINa,,,JE,0,1,0,0,0
HTtexts,HT 21,.1-2,PI-TA-KA-SE,TE GRA,161,,0,0,0,0,0
HTtexts,HT 21,.2-3,OLE+U *610,,11,,0,0,0,0,0
HTtexts,HT 21,.3,OLE+E *613,,3,JE,0,0,0,0,0
HTtexts,HT 21,.3,*304,,7,JE,0,0,0,0,0
HTtexts,HT 21,.4,OLIV,,1,E,0,0,0,0,0
HTtexts,HT 22,.1,GRA+L2 *585,,230,,0,0,0,0,0
HTtexts,HT 22,.2,*330+DA *643,,113,,0,0,0,0,0
HTtexts,HT 23+150,a.1,KA-NA,*303,,B,0,0,0,0,0
HTtexts,HT 23+150,a.1,*308,,,H,0,0,0,0,0
HTtexts,HT 23+150,a.1,OLE+NE *612,,,H,0,0,0,0,0
HTtexts,HT 23+150,a.2,OLE+TU *621,,,H,0,0,0,0,0
HTtexts,HT 23+150,a.2,OLE+RI *614,,,H,0,0,0,0,0
HTtexts,HT 23+150,a.2,MI+JA+RU *550,,,H,0,0,0,0,0
HTtexts,HT 23+150,a.2-3,VINa,,10,,0,0,0,0,0
HTtexts,HT 23+150,a.3,QA++PU *508,,10,,1,1,0,0,0
HTtexts,HT 23+150,a.3,QA++RE *509,,10,,1,1,0,0,0
HTtexts,HT 23+150,a.3,,,17,E,0,0,0,0,0
HTtexts,HT 23+150,a.4,QIf-RI-TU-QA,,,K,0,0,0,0,0
HTtexts,HT 23+150,a.4-5,SA-SA-ME,,,K,0,0,0,0,0
HTtexts,HT 23+150,a.5,SI+ME *530,,10,,0,0,0,0,0
HTtexts,HT 23+150,a.5,KO-RU,,1,,0,0,0,0,0
HTtexts,HT 23+150,b.1,NI-RA,*303,,B,0,0,0,0,0
HTtexts,HT 23+150,b.1,OLE,,,B,0,1,0,0,0
HTtexts,HT 23+150,b.2,QA++RE *508,,1,,1,1,0,0,0
HTtexts,HT 23+150,b.3,,,7,E,0,1,0,0,0
misctexts,HT 23a.1,a.2,QA-QA-RU,CAPm+KU *513,1,,0,1,0,0,0
misctexts,HT 23a.1,a.2,MA-DI,OVISm,1,,0,0,0,0,0
misctexts,HT 23a.1,a.2,OVISf,,1,,0,1,0,0,0
misctexts,HT 23a.1,a.3,OVISm,,1,,0,0,0,0,0
misctexts,HT 23a.1,a.3,KU-PA3-NU,SI+AU+RE,1,,0,0,0,0,0
misctexts,HT 23a.1,a.3-4,PA-TA-DA,OVISm,1,,0,1,0,0,0
misctexts,HT 23a.1,a.4,KU-RO,CAPm+KU *513,1,,0,0,0,0,1
misctexts,HT 23a.1,a.4,OVISm,,5,,0,0,0,0,0
misctexts,HT 23a.1,a.4,OVISf,,3,,0,1,0,0,0
misctexts,HT 23a.1,a.5,CAPm,,2,,0,1,0,0,0
misctexts,HT 23a.1,a.5,CAPf,,8,,0,1,0,0,0
misctexts,HT 23a.1,b.1,CAPf,,2,,0,1,0,0,0
misctexts,HT 23a.1,b.1,OVISf,,1,,0,1,0,0,0
misctexts,HT 23a.1,b.2,-DU-RI,CAPm,1,,0,1,1,0,0
misctexts,HT 23a.1,b.2,TU-JU-MA,CAPf,1,,0,1,0,0,0
misctexts,HT 23a.1,b.3,PA-TA-NE,CAPm,1,,0,1,0,0,0
misctexts,HT 23a.1,b.3,CAPf,,5,,0,0,0,0,0
misctexts,HT 23a.1,b.3,TE-RI,OVISm,1,,0,1,0,0,0
misctexts,HT 23a.1,b.4,OVISf,,1,,0,1,0,0,0
misctexts,HT 23a.1,b.4,RI-RU-MA-TI,OVISm SI+AU+RE,1,,0,1,0,0,0
misctexts,HT 23a.1,b.5,A-MI-DA-O,OVISm,1,,0,1,0,0,0
HTtexts,HT 24,a.2,,,6,,0,1,0,0,0
HTtexts,HT 24,a.2,MA+RU ME *561,,10,,0,0,0,0,0
HTtexts,HT 24,a.3,,,9,J,0,1,0,0,0
HTtexts,HT 24,a.3,MA+RU ME *561,,6,,0,0,0,0,0
HTtexts,HT 24,b.1,*118,,1,JE,0,1,0,0,0
HTtexts,HT 24,b.1-2,SI+ME KI *531 *118,,1,JE,0,0,0,0,0
HTtexts,HT 24,b.2,JA+KA *539 *118,,1,,0,0,0,0,0
HTtexts,HT 25,a.1,,,1,,0,1,0,0,0
HTtexts,HT 25,a.2,RU-NI,,1,,0,1,0,0,0
HTtexts,HT 25,a.2,U-RE-WI,,1,,0,0,0,0,0
HTtexts,HT 25,a.2-3,DI-NA-U,,1,,0,0,0,0,0
HTtexts,HT 25,a.3,A-RI-NI-TA,,1,,0,0,0,0,0
HTtexts,HT 25,a.4,ZU-JU-PU2,,1,,0,1,0,0,0
HTtexts,HT 25,a.5,I-KI-RA,,1,,0,1,0,0,0
HTtexts,HT 25,a.5,PA,,1,,0,0,0,0,0
HTtexts,HT 25,b.2,KU-RO,,16,,0,0,0,0,1
HTtexts,HT 25,b.2,WI-TE-RO I-TI,VIR,28,,0,0,0,0,0
HTtexts,HT 25,b.3,VIR,,24,,0,0,0,0,0
HTtexts,HT 25,b.4,KU-RO,,52,,0,0,0,0,1
HTtexts,HT 26,a.2,TA-TI,,21,,0,0,0,0,0
HTtexts,HT 26,a.2-3,MI-KI-SE-NA,,15,,0,0,0,0,0
HTtexts,HT 26,a.3-4,U-NU-QIf,,5,,0,1,0,0,0
HTtexts,HT 26,b.1,*406VAS+KE *656 VIR,,9,,0,0,0,0,0
HTtexts,HT 26,b.2,-RO-NI,,3,,0,1,1,0,0
HTtexts,HT 26,b.2-3,KA-U-ZU-NI,,4,,0,0,0,0,0
HTtexts,HT 26,b.3,KI+ME *545,,12,,0,0,0,0,0
HTtexts,HT 26,b.4,I-*308,,2,,0,1,0,0,0
HTtexts,HT 26,b.4,*188-*86 *565,,7,,0,1,0,0,0
HTtexts,HT 27+48,a.1,VIR,,90,,0,0,0,0,0
HTtexts,HT 27+48,a.2,,,50,,0,1,0,0,0
HTtexts,HT 27+48,a.2,*86,,51,,0,0,0,0,0
HTtexts,HT 27+48,a.2,RE,,20,,0,0,0,0,0
HTtexts,HT 27+48,a.3,I-MI-SA-RA,,43,,0,1,0,0,0
HTtexts,HT 27+48,a.4,QE,,21,,0,1,0,0,0
HTtexts,HT 27+48,a.5,SA-RA-DI,,5,,0,1,0,0,0
HTtexts,HT 27+48,a.6,VIR,,42,,0,0,0,0,0
HTtexts,HT 27+48,a.7,KU-RO,,335,,0,0,0,0,1
HTtexts,HT 27+48,a.8,*303,,9,JEB,0,0,0,0,0
HTtexts,HT 27+48,a.8,FIC,,10,B,0,0,0,0,0
HTtexts,HT 27+48,a.8,VINa,,7,,0,0,0,0,0
HTtexts,HT 27+48,b.2,VINa GRA SA,,1,,0,1,0,0,0
HTtexts,HT 27+48,b.5,PA-SE,"VINa+WA *591, variant of the preceding SA",4,,0,0,0,0,0
HTtexts,HT 27+48,b.5,RE,,70,,0,0,0,0,0
HTtexts,HT 27+48,b.6,VINa GRA SA,,4,,0,1,0,0,0
HTtexts,HT 27+48,b.6,RE,,40,,0,1,0,0,0
HTtexts,HT 28,a.1-2,JA-QIf,GRA+QE *578),5,,0,0,0,0,0
HTtexts,HT 28,a.2,OLE+U *610,,2,,0,0,0,0,0
HTtexts,HT 28,a.2,OLE+KI *618,,,J,0,0,0,0,0
HTtexts,HT 28,a.2,OLE+MI *622,,1,,0,0,0,0,0
HTtexts,HT 28,a.3,SA-RA2,OLE+DI *608,1,,0,0,0,0,0
HTtexts,HT 28,a.3,FIC,,2,,0,0,0,0,0
HTtexts,HT 28,a.4,VINa,,3,,0,0,0,0,0
HTtexts,HT 28,a.4,VIR+KA *568 VINa,,6,,0,0,0,0,0
HTtexts,HT 28,a.5,A-RU-DA-RA,GRA,5,,0,0,0,0,0
HTtexts,HT 28,a.5,*304,,2,,0,0,0,0,0
HTtexts,HT 28,a.6,OLE+DI *608,,3,,0,0,0,0,0
HTtexts,HT 28,a.6,I-TA-JA,OLE+DI,10,,0,0,0,0,0
HTtexts,HT 28,b.2,SA-RA2,GRA,20,,0,0,0,0,0
HTtexts,HT 28,b.2-3,OLE+DI *608,,5,,0,0,0,0,0
HTtexts,HT 28,b.3,FIC,,2,,0,0,0,0,0
HTtexts,HT 28,b.3,VINa,,4,,0,0,0,0,0
HTtexts,HT 28,b.3-4,PU-RA2,FIC,6,,0,0,0,0,0
HTtexts,HT 28,b.4,JA-QIf,VINa,6,,0,0,0,0,0
HTtexts,HT 28,b.5,WI-DI-NA,OLE+DI *608,3,,0,0,0,0,0
HTtexts,HT 28,b.5,VINa,,3,,0,0,0,0,0
HTtexts,HT 28,b.6,,,,E,0,0,0,0,0
HTtexts,HT 29,.1,RU-MA-TA,,2,,0,1,0,0,0
HTtexts,HT 29,.2,,,1,,0,1,0,0,0
HTtexts,HT 29,.2,PA-JA-RE,,2,,0,1,0,0,0
HTtexts,HT 29,.3,DI-JA-I,,2,,0,1,0,0,0
HTtexts,HT 29,.4,SA-*323-MI,,1,,0,0,0,0,0
HTtexts,HT 29,.4-5,-KI-TA,,2,,0,1,0,0,0
HTtexts,HT 29,.5,A-RE-DA-I,,2,,0,0,0,0,0
HTtexts,HT 29,.6,KA-DU-MA-NE,,1,,0,0,0,0,0
HTtexts,HT 3,.1,MA-DI,,2,,0,1,0,0,0
HTtexts,HT 3,.3,,,2,,0,1,0,0,0
HTtexts,HT 3,.3,DI,,2,,0,1,0,0,0
HTtexts,HT 3,.4,,,4,,0,1,0,0,0
HTtexts,HT 3,.4,MU-RU,,1,,0,0,0,0,0
HTtexts,HT 3,.5,SI-TU-RA2-RE,,5,,0,1,0,0,0
HTtexts,HT 3,.6,KU-PA3-NU,,3,,0,1,0,0,0
HTtexts,HT 3,.7,MA-DI,,2,,0,1,0,0,0
HTtexts,HT 31,.2,,,5,,0,1,0,0,0
HTtexts,HT 31,.2,*402VAS+QA-PA3,,10,,0,0,0,0,0
HTtexts,HT 31,.2,*415VAS+SU-PU,,10,,0,0,0,0,0
HTtexts,HT 31,.3,*416VAS+KA-RO-PA3,,10,,0,1,0,0,0
HTtexts,HT 31,.3,SA-JA-MA,,30,,0,1,0,0,0
HTtexts,HT 31,.4,,,10,,0,1,0,0,0
HTtexts,HT 31,.4-5,KI-DE-MA-*323-NA,vest. *402VAS+,400,,0,1,1,0,0
HTtexts,HT 31,.5,*402VAS+SU-PA3-RA,,300,,0,0,0,0,0
HTtexts,HT 31,.6,*402VAS+PA-TA-QE,,3000,,0,0,0,0,0
HTtexts,HT 33,.2,QA++RE+PU *509,,1,E,1,1,0,0,0
HTtexts,HT 33,.3,,,3,,0,1,0,0,0
HTtexts,HT 33,.3,MI+JA+KA *552,,,D,0,0,0,0,0
HTtexts,HT 33,.4,*305,,90,,0,0,0,0,0
HTtexts,HT 33,.4,*341+PI *646,,100,,0,0,0,0,0
HTtexts,HT 33,.4,PA3+QE *537,,100,,0,0,0,0,0
HTtexts,HT 34,.2,,,,B,0,1,0,0,0
HTtexts,HT 34,.3,E GRA,,200,,0,1,0,0,0
HTtexts,HT 34,.3,E+ *525,,2,HK,0,1,0,0,0
HTtexts,HT 34,.4,QA++RE *508,,,E,1,1,0,0,0
HTtexts,HT 34,.5,MI+JA+RU *550,,245,,0,0,0,0,0
HTtexts,HT 34,.6,SA+MU+KU *521,,100,,0,0,0,0,0
HTtexts,HT 34,.6,PA3,,70,,0,0,0,0,0
HTtexts,HT 34,.6,KI-RO,,307,,0,1,0,0,0
HTtexts,HT 34,.7,E+KA *526,,,K,0,0,0,0,0
HTtexts,HT 34,.7,PU,,,F,0,0,0,0,0
HTtexts,HT 35,.1-2,I-KU-TA,*303,1,,0,0,0,0,0
HTtexts,HT 35,.2,MI+JA+RU *550,,,B,0,0,0,0,0
HTtexts,HT 35,.2,OLE+RI *614,,,B,0,0,0,0,0
HTtexts,HT 35,.2,*308,,,B,0,0,0,0,0
HTtexts,HT 35,.3,,,5,E,0,0,0,0,0
HTtexts,HT 35,.3,QA++PU *510,,,K,1,1,0,0,0
HTtexts,HT 35,.4,VINa,,,D,0,0,0,0,0
HTtexts,HT 36,.1-2,JE-DI,*307+*307 *638 GRA+QE *578,2044,J,0,1,0,0,0
HTtexts,HT 36,.2-3,DU-ZU-WA,,7,J,0,0,0,0,0
HTtexts,HT 36,.5,,,6,,0,1,0,0,0
HTtexts,HT 37,.3,,,6,,0,1,0,0,0
HTtexts,HT 37,.4,KI-*310-RE,,1,,0,0,0,0,0
HTtexts,HT 37,.5,KA-KI,,11,,0,0,0,0,0
HTtexts,HT 37,.5,A,,15,,0,0,0,0,0
HTtexts,HT 37,.6,-QE,,17,,0,1,0,0,0
HTtexts,HT 38,.2,DA-RO-PA,*403VAS,1,,0,0,0,0,0
HTtexts,HT 38,.2,SUS,,1,,0,0,0,0,0
HTtexts,HT 38,.2,OVIS,,3,,0,0,0,0,0
HTtexts,HT 38,.2-3,KA+A *554 *118,,3,,0,0,0,0,0
HTtexts,HT 38,.3,TELA+KU *535: 54+81,,2,,0,0,0,0,0
HTtexts,HT 38,.3,TELA+*312 *536: 54+312,,1,,0,0,0,0,0
HTtexts,HT 39,.1,TA-I-*123,,10,,0,1,0,0,0
HTtexts,HT 39,.2,KU-RE-JU,,8,,0,1,0,0,0
HTtexts,HT 39,.3,SA-MA-TI,,10,,0,1,0,0,0
HTtexts,HT 39,.5,KU-RO,*407VAS+A *657,100,,0,1,0,0,1
HTtexts,HT 39,.6,KU+ *564,,2,,0,1,0,0,0
HTtexts,HT 39.1,a.1,SA-MA,,4,,0,0,0,0,0
HTtexts,HT 39.1,a.2,DA-RE,,16,J,0,0,0,0,0
HTtexts,HT 39.1,a.2-3,*301,,6,,0,0,0,0,0
HTtexts,HT 39.1,a.3,U-*325-ZA,,104,,0,1,0,0,0
HTtexts,HT 39.1,a.3-4,*305-RU,,2,J,0,0,0,0,0
HTtexts,HT 39.1,a.4,DA-RI-DA,,8,,0,0,0,0,0
HTtexts,HT 39.1,a.4,ME-ZA,,3,,0,0,0,0,0
HTtexts,HT 39.1,b.1,U-TI,,1,,0,0,0,0,0
HTtexts,HT 39.1,b.1,DA-RE,,2,,0,0,0,0,0
HTtexts,HT 39.1,b.1-2,TA-RI-NA,,15,,0,0,0,0,0
HTtexts,HT 39.1,b.2,*312-TA,,6,J,0,0,0,0,0
HTtexts,HT 39.1,b.3,KA-SA-RU,,6,,0,0,0,0,0
HTtexts,HT 39.1,b.4,TA-NA-TI,,9,E,0,0,0,0,0
misctexts,HT 39.5,a.1-2:,b: GRA+E *581 4,"""two birds"" like Levi, HT 20 (not published in CMS II 6).",1,,0,0,0,0,0
HTtexts,HT 4,.2,-DU-RI-TE,,2,,0,1,1,0,0
HTtexts,HT 4,.4,TA-PI-SI-DI,,2,,0,1,0,0,0
HTtexts,HT 40+76,.1,NU-DU-*331,TE GRA,207,,0,0,0,0,0
HTtexts,HT 40+76,.2,KI-DA-TA,GRA,134,,0,1,0,0,0
HTtexts,HT 42,.1-2,-TA,SI+SE *529 TE OLE+KI *618 OLE+U *610,87,,0,1,1,0,0
HTtexts,HT 42,.2-3,SA-*315/RO,OLE+KI *618 OLE+U *610,822,,0,1,0,0,0
HTtexts,HT 42,.6-7,-RE-TU,OLE+KI *618,,JE,0,1,1,0,0
HTtexts,HT 44,a.2,OLE+KI *617,,3,,0,1,0,0,0
HTtexts,HT 44,a.2,OLE+U *610,,5,,0,1,0,0,0
HTtexts,HT 44,a.3,OLE+RA *616,,5,,0,0,0,0,0
HTtexts,HT 44,a.3,OLIV,,1,,0,1,0,0,0
HTtexts,HT 44,a.4,FIC,,1,,0,1,0,0,0
HTtexts,HT 44,b.2,,,5,,0,1,0,0,0
HTtexts,HT 44,b.3,VINa,,75,,0,1,0,0,0
HTtexts,HT 44,b.4,,,18,,0,1,0,0,0
HTtexts,HT 44,b.5,,,10,,0,1,0,0,0
HTtexts,HT 45+71,a.2,*86 *305,,2,,0,1,0,0,0
HTtexts,HT 45+71,a.3,*318 *305,,2,,0,1,0,0,0
HTtexts,HT 45+71,b.1,,,8,DD,0,1,0,0,0
HTtexts,HT 45+71,b.2,KU,,,E,0,1,0,0,0
HTtexts,HT 45+71,b.3,*318 *305,,7,,0,0,0,0,0
HTtexts,HT 45+71,b.3-4,PA-•-A,,20,B,0,1,0,0,0
HTtexts,HT 45+71,b.4,KU,,,E,0,0,0,0,0
HTtexts,HT 45+71,b.5,KU,,,E,0,0,0,0,0
HTtexts,HT 46,a.1,MU-RU,,1,,0,1,0,0,0
HTtexts,HT 46,a.2,KU-RO,,43,J,0,1,0,0,1
HTtexts,HT 46,b.2,,,16,J,0,1,0,0,0
HTtexts,HT 46,b.3,,,24,,0,1,0,0,0
HTtexts,HT 47,a.1-2,KU-PA3-NA-TU,,20,,0,1,0,0,0
HTtexts,HT 47,a.3,DU,,20,,0,1,0,0,0
HTtexts,HT 47,a.3-4,PI,,10,,0,1,0,0,0
HTtexts,HT 47,a.5,,,5,,0,1,0,0,0
misctexts,HT 49a.7),a.1,-QE,,3,,0,1,1,0,0
misctexts,HT 49a.7),a.1,JA,,20,,0,0,0,0,0
misctexts,HT 49a.7),a.2,,,31,,0,1,0,0,0
misctexts,HT 49a.7),a.2,DA-RE,,72,,0,0,0,0,0
HTtexts,HT 5,.2,MA-SI,,30,,0,1,0,0,0
HTtexts,HT 5,.3,-WI-DU,,10,,0,1,1,0,0
HTtexts,HT 50,a.2,,,,E,0,1,0,0,0
HTtexts,HT 50,a.2,OLE+KI *618,,,E,0,0,0,0,0
HTtexts,HT 50,a.2,OLE+MI *622,,,J,0,0,0,0,0
HTtexts,HT 50,a.3,*304,,1,J,0,1,0,0,0
HTtexts,HT 50,a.4,OLIV,,3,,0,1,0,0,0
HTtexts,HT 50,a.4,OLIV+TU *587,,,EF,0,0,0,0,0
HTtexts,HT 50,b.3,vest.,OLE+DI *608,1,,0,1,1,0,0
HTtexts,HT 51,a.1,,,5,,0,1,0,0,0
HTtexts,HT 51,a.2,SE,,64,,0,1,0,0,0
HTtexts,HT 51,b.1,KU-ME-TA,,12,,0,1,0,0,0
HTtexts,HT 51,b.2,ZU-DU,,,JF,0,1,0,0,0
HTtexts,HT 52,a.2,,,4,,0,1,0,0,0
HTtexts,HT 52,b.1,NE,GRA,201,,0,1,0,0,0
misctexts,HT 52a.1,a.2-3,-RA-MA-SI,VINa,,J,0,1,1,0,0
misctexts,HT 52a.1,a.3-4,E-KU-RU,,2,E,0,1,0,0,0
misctexts,HT 52a.1,a.4,VINa,,,J,0,0,0,0,0
misctexts,HT 52a.1,a.4,QE+GRA+PA QE+*574,,4,,0,0,0,0,0
misctexts,HT 52a.1,a.5,KU-PA,GRA+PA *574,1,,0,1,0,0,0
misctexts,HT 52a.1,a.6,OLIV,,2,,0,1,0,0,0
misctexts,HT 52a.1,b.1,SA-*301-RI,GRA+PA *574,1,,0,1,0,0,0
misctexts,HT 52a.1,b.3,RA,,2,,0,1,0,0,0
misctexts,HT 52a.1,b.3,KU-PA,GRA+PA *574,3,,0,0,0,0,0
HTtexts,HT 54,b.1,,,4,,0,1,0,0,0
HTtexts,HT 56,a.2,,,11,J,0,1,0,0,0
HTtexts,HT 56,b.1,OLE+KI *618,,20,,0,1,0,0,0
HTtexts,HT 57,a.1,,,1,,0,1,0,0,0
HTtexts,HT 57,a.3,,,,F,0,1,0,0,0
HTtexts,HT 57,b.1,*305,,8,,0,1,0,0,0
HTtexts,HT 58,.2,OLE+U *610,,19,,0,0,0,0,0
HTtexts,HT 58,.3,OLE+E *613,,3,,0,1,0,0,0
HTtexts,HT 58,.3,OLIV,,41,,0,0,0,0,0
HTtexts,HT 59,.1,OLE+RI *614,,,K,0,1,0,0,0
HTtexts,HT 59,.2,,,,K,0,1,0,0,0
HTtexts,HT 59,.2,VINa,,,K,0,0,0,0,0
HTtexts,HT 59,.2,OLE,,5,,0,0,0,0,0
HTtexts,HT 6,a.1-2,DA-TA-RA,TE FIC,15,,0,0,0,0,0
HTtexts,HT 6,a.2-3,PI-TA-JA,,24,,0,0,0,0,0
HTtexts,HT 6,a.3,JA+RU *538,,,DD,0,0,0,0,0
HTtexts,HT 6,a.3-4,MA-*321,,10,,0,0,0,0,0
HTtexts,HT 6,a.4,O-RA2-DI-NE,,2,,0,0,0,0,0
HTtexts,HT 6,a.4-5,KA-PA-QE,,5,JE,0,0,0,0,0
HTtexts,HT 6,a.6-7,QE-PI-TA,,22,JE,0,0,0,0,0
HTtexts,HT 6,a.7,FIC,,15,J,0,0,0,0,0
HTtexts,HT 6,b.1-2,WA-DU-NI-MI,,3,H,0,0,0,0,0
HTtexts,HT 6,b.2,RA-TI-SE,,1,,0,0,0,0,0
HTtexts,HT 6,b.2-3,MA-RI-•-I,,3,,0,1,0,0,0
HTtexts,HT 6,b.4,DU-DA-MA,,66,,0,0,0,0,0
HTtexts,HT 6,b.5,DA-KI,,3,E,0,0,0,0,0
HTtexts,HT 6,b.5-6,SA-MA,,35,,0,0,0,0,0
HTtexts,HT 6,b.6,PA3-NI-NA,,17,J,0,0,0,0,0
HTtexts,HT 61,.1,MI-TI,GRA+KU *579,6,,0,1,0,0,0
HTtexts,HT 62,.2,-NA,GRA,15,E,0,1,0,0,0
HTtexts,HT 62,.2,KA-KU,,4,,0,1,0,0,0
HTtexts,HT 62,.2,,,1,,0,1,0,0,0
HTtexts,HT 62,.3,,,18,,0,1,0,0,0
HTtexts,HT 62,.3,Ib-TI-,,6,,0,1,0,0,0
HTtexts,HT 62,.3,,,8,,0,1,0,0,0
HTtexts,HT 62,.4,,,4,E,0,1,0,0,0
HTtexts,HT 62,.4,,,28,,0,1,0,0,0
HTtexts,HT 62,.5,VIR,,4,,0,1,0,0,0
HTtexts,HT 62,.6,NU,,17,,0,1,0,0,0
HTtexts,HT 62,.7,,,25,,0,1,0,0,0
HTtexts,HT 63,.1,*305 TE,,1,,0,0,0,0,0
HTtexts,HT 63,.1,KA-TI,,1,,0,0,0,0,0
HTtexts,HT 63,.2,ZU,,2,,0,1,0,0,0
HTtexts,HT 66,.2,DI,,2,,0,1,0,0,0
HTtexts,HT 66,.4,RE,,1,,0,1,0,0,0
HTtexts,HT 67,.2,KU-RO,,420,,0,1,0,0,1
HTtexts,HT 67,.3,FIC TE,,400,,0,1,0,0,0
HTtexts,HT 68,.2,,,4,,0,1,0,0,0
HTtexts,HT 69,.1,,,5,,0,1,0,0,0
HTtexts,HT 69,.1,DI,,8,,0,1,0,0,0
HTtexts,HT 69,.2,MA-DI,,4,,0,1,0,0,0
HTtexts,HT 69,.3,DI,,12,,0,1,0,0,0
HTtexts,HT 6b.2;,.1,SA-RA2,*308,,J,0,0,0,0,0
HTtexts,HT 6b.2;,.1,OLE+NE *612,,,JK,0,0,0,0,0
HTtexts,HT 6b.2;,.1,QA++PU *510,,1,K,1,1,0,0,0
HTtexts,HT 6b.2;,.2,QA++RE *508,,1,,1,1,0,0,0
HTtexts,HT 6b.2;,.2,MI+JA+RU *550,,1,,0,0,0,0,0
HTtexts,HT 6b.2;,.3,SU-RE,,108,,0,0,0,0,0
HTtexts,HT 6b.2;,.3,DI,,65,,0,0,0,0,0
HTtexts,HT 6b.2;,.4,RE,,104,,0,1,0,0,0
HTtexts,HT 6b.2;,.4,DI,,53,,0,0,0,0,0
HTtexts,HT 6b.5-6,a.1-2,A-RU-RA-,,3,,0,1,0,0,0
HTtexts,HT 6b.5-6,a.2,KA-RO-NA,,2,,0,0,0,0,0
HTtexts,HT 6b.5-6,a.3,*322-RI,,1,,0,0,0,0,0
HTtexts,HT 6b.5-6,a.3,KU-RO,,10,,0,0,0,0,1
HTtexts,HT 6b.5-6,a.3,,,40,,0,1,0,0,0
HTtexts,HT 6b.5-6,a.3,,,100,,0,1,0,0,0
HTtexts,HT 6b.5-6,a.3-4,A-SU-JA,,1,,0,0,0,0,0
HTtexts,HT 6b.5-6,a.4,VIR-I,,3,,0,0,0,0,0
HTtexts,HT 6b.5-6,a.5,TA2,,15,,0,0,0,0,0
HTtexts,HT 6b.5-6,b.2,*86 KA,,40,,0,0,0,0,0
HTtexts,HT 6b.5-6,b.2,KA,,30,,0,0,0,0,0
HTtexts,HT 6b.5-6,b.2,,,18,,0,1,0,0,0
HTtexts,HT 6b.5-6,b.3,KA,,50,,0,0,0,0,0
HTtexts,HT 6b.5-6,b.3-4,RU-ZU-NA,KA,30,,0,0,0,0,0
HTtexts,HT 6b.5-6,b.4-5,SA-QE-RI,KA,30,,0,0,0,0,0
HTtexts,HT 6b.5-6,b.5-6,KU-RO,,180,,0,0,0,0,1
HTtexts,HT 70+151,.1,FIC TE,,30,,0,1,0,0,0
