rank	type	freq
1114	JA-RE	1
1115	SI-DA-TE	1
1116	A-SI-DA-TO-I	1
1117	ZU-*301-SE-DE-*21F-*118	1
1118	A-SU-PU-WA	1
1119	RU-MI	1
1120	KA-NE	1
1121	KI-NU	1
1122	JA-PI	1
1123	PI-*314	1
1124	NI-TA	1
1125	DE-SU	1
1126	*47-TE	1
1127	PI-TI-NE-A	1
1128	DE-MI	1
1129	I-*47	1
1130	A-KI-RO	1
1131	ZA-SI-ZU	1
1132	A-DU-NI-TA-NA	1
1133	A-DA-RO	1
1134	DA-NA-TU	1
1135	JA-KI-SI-KI-NU	1
1136	MI-DA-MA-RA₂	1
1137	A-MA-WA-SI	1
1138	KA-NI-JA-MI	1
1139	QA-KI-SE-NU-TI	1
1140	A-TA-DE	1
1141	I-DA-DA	1
1142	A-RO-TE	1
1143	SI-DA-RO	1
1144	SE-SI	1
1145	A-SA-SU-MA-I-SE	1
1146	PA₃-PU₂	1
1147	RE-*86	1
1148	TU-PI-TA	1
1149	TO-PA3-DI	1
1150	RE-SA	1
1151	OLE-JA	1
1152	OLE-TA	1
1153	A-TA-NA-JE	1
1154	DA-DU-*301	1
1155	TI-MA	1
1156	RI-DA-U	1
1157	SE-JE	1
1158	I-SA-RI-KE	1
1159	PU₂-RE	1
1160	DE-KI-TI	1
1161	*164-RI-DA	1
1162	I-KI-RU-QE	1
1163	PO-SA	1
1164	U-TE	1
1165	VAS	1
