rank	type	freq
1960	DA-SO-DE	1
1961	TO-SO-KU-SU-PA	1
1962	MU-TO	1
1963	O-SE-KO-DO	1
1964	TU-NI-JA-DE	1
1965	MA-QA-TO	1
1966	KO-RO-JA-NE	1
1967	RE-PI-RU-NU-WE	1
1968	DO-NI-JA	1
1969	QA-NU-WE	1
1970	RO-TO-QA	1
1971	U-RU-PI-JA	1
1972	PA-JA-O-NE	1
1973	E-U-RO-WA	1
1974	MU-KI-TI	1
1975	DI-KO-TO	1
1976	E-MA-A2-O	1
1977	A-KA-RE-U	1
1978	A3-TA-JO	1
1979	TU-TO	1
1980	*56-KO-WE-I-JO	1
1981	PA-RA-U-JO	1
1982	TI-RI-TI	1
1983	MU-TI-JA	1
1984	PU2-RU-DA-RO	1
1985	DI-RA	1
1986	KI-TE	1
1987	DA-RU-*56	1
1988	TA-RA-JO	1
1989	DE-WA-PI	1
1990	KO-SO-NI-JA	1
1991	TO-I-JA	1
1992	I-TI-NU-RI	1
1993	QO-SI-JO	1
1994	PU-SI-JA	1
1995	KA-DA-RA-SO	1
1996	QA-KA	1
1997	RI-SI-JA	1
1998	SA-ME-U	1
1999	WA-DU-RI	1
2000	A-RI-JA-WO-NE	1
2001	MI-TI	1
2002	*83-RE-JO-DE	1
2003	SI-RA-NO	1
2004	I-RA-KO-TO	1
2005	KO-RU-WE-JA	1
2006	PO-PU-RE-JA	1
2007	O-RO-QA	1
2008	PE-RI-RO-QO	1
2009	QO-U-QO-TA	1
2010	A-MI-NWA	1
2011	ME-TO	1
2012	A-TA-MA-SI	1
2013	NA-KO-TO	1
2014	PA-KI	1
2015	NA-PO	1
2016	A-NA-RE-U	1
2017	TE-*56	1
2018	MU-KA-RA	1
2019	JA-MA-RA	1
2020	PO-MI-NI-JO	1
2021	KU-RU-SO-NO	1
2022	PE-DO	1
2023	SI-RA-RI-JA	1
2024	A-MI-SI-JA	1
2025	TU-WI-NO	1
2026	PE-RE-KE	1
2027	E-TE-JO	1
2028	QE-RE-JO	1
2029	KU-DA-RA-RO	1
2030	TA-QA-RA-TE	1
2031	WA-NA-KA-TE-RA	1
2032	KU-WO	1
2033	ME-KI-TA	1
2034	JA-PU2-WI-JA	1
2035	PO-PU	1
2036	RE-SI	1
2037	NO-NU-WE	1
2038	PO-RO-TO	1
2039	A-PO-TE	1
2040	E-ZE-TO	1
2041	TO-RO-QO	1
2042	SU-MO-NO-QE	1
2043	SI-JA-QO	1
2044	KE-WE-DA	1
2045	A3-KA-RA	1
2046	PA-RA-KU-JA	1
2047	O-PI-QI-NA	1
2048	E-TA-WO-NE-WE	1
2049	RU-WO-WE-JA	1
2050	*56-RA-KU-JA	1
2051	PO-RI-WA	1
2052	I-KU-TU-RE	1
2053	RU-SI-QE	1
2054	A-PA-I-TI-JO	1
2055	ZE-ME-QE	1
2056	A-QO-TA	1
2057	ZO-TA-QE	1
2058	KU-DO-NI-JA-DE	1
2059	DI-DU-ME	1
2060	O-QO-O-KI-TE	1
2061	O-PE-TE-WO-QE	1
2062	O-RE-NE-A	1
2063	I-TA2	1
2064	A-TA-QE	1
2065	KA-NU-SE-U	1
2066	TA-TO-QE	1
2067	A-KA-SA-NO-QE	1
2068	PE-RE-*82-TA	1
2069	QO-WA-KE-SE-U-QE	1
2070	O-PO-RO-U-SI-JO	1
2071	PE-TE-U	1
2072	KA-TA2-RO	1
2073	SI-RA-SO	1
2074	E-RI-TA-QI-JO	1
2075	TE-SO	1
2076	TE-NA-JA-SO	1
2077	QA-QA-RO	1
2078	PE-RO-QE	1
2079	TU-MA-I-TA	1
2080	QE-TA-SE-U-QE	1
2081	SI-MI-DO	1
2082	*56-NI-SA-TA	1
2083	RO-TI-JO	1
2084	KE-RE-TO	1
2085	KU-RU-NO	1
2086	TA-PA-DA-NO	1
2087	SI-TO-PO	1
2088	NO-DO-RO-WE	1
2089	E-NE-O	1
2090	O-U	1
2091	PI-RO-QA-WO	1
2092	QE-TE-SE-U	1
2093	A-KU-RI-JO	1
2094	TO-TE-JA	1
2095	DE-DI-KU-JA	1
2096	ME-U	1
2097	I-TA-MO	1
2098	KI-NU-QA	1
2099	TI-WA-TI-JA	1
2100	WE-RA-TE-JA	1
2101	WE-KO-WE-KA-TE	1
2102	A-NO-ZO-JO	1
2103	A-KE-WO	1
2104	DI-QA-RA	1
2105	TA-RA2	1
2106	A-KE-SI-JA	1
2107	KO-SO-JO	1
2108	E-NE-RE-JA	1
2109	U-RA	1
2110	JA-MU-TA	1
2111	TA2-NO	1
2112	KO-PI	1
2113	A-TO-ME-JA	1
2114	DA-TE-NE-JA	1
2115	PA-JA-NI	1
2116	DU-SA-NI	1
2117	MA-KU	1
2118	PI-RA-KA-RA	1
2119	*18-TO-NO	1
2120	WI-SO	1
2121	KE-RA-ME-JA	1
2122	TU-*49-MI	1
2123	I-DU	1
2124	TU-KA-TO	1
2125	E-TI-WA-JA	1
2126	SA-MA-TI-JA	1
2127	KA-NA-TO-PO	1
2128	SA-TI-QI-TO	1
2129	SA-*65	1
2130	U-JO-NA	1
2131	SA-MI	1
2132	A-DE-RA2	1
2133	SI-NU-KE	1
2134	SI-NE-E-JA	1
2135	U-PA-RA	1
2136	RU-TA2-NO	1
2137	DU-TU-WA	1
2138	KE-PU	1
2139	WA-RA-TI	1
2140	JA-SI-JA	1
2141	A-NU-WA-TO	1
2142	SA-TU	1
2143	O-A-PO-TE	1
2144	O-U-QE-PO	1
2145	KI-NE-U	1
2146	A-RE-TA-WO	1
2147	I-JA-PU2-WE	1
2148	E-RA-PE-ME-NA	1
2149	KE-SE-NE-WI-JA	1
2150	NO-MO	1
2151	KI-TI-JO	1
2152	*49-SA-RO	1
2153	RA-KU	1
2154	RA-TE-ME	1
2155	SA-MA-RU	1
2156	JA-MA-TA-RO	1
2157	JA-PO	1
2158	PE-TO-ME	1
2159	O-NO-WE-WO-RO	1
2160	ZA-WE	1
2161	AU-U-TE	1
2162	A-PE-I-SI	1
2163	O-MU-KA-RA	1
2164	KU-PI-RI-JA	1
2165	SA-MU	1
2166	DA-*83-JA-I	1
2167	TU-WI-NO-NO	1
2168	KO-RI-JA	1
2169	JA-DO	1
2170	E-NA-PO-NA	1
2171	PA-I-TI-JO	1
2172	E-TI-WA-JA-QE	1
2173	KA-RA-MA-TO	1
2174	KE-MA-TA	1
2175	TE-KI-RI-NE-TO	1
2176	A-MI-KE-TE-TO	1
2177	NE-KI-RI-SI	1
2178	E-KI	1
2179	PO-RO-I-RA	1
2180	RE-MO	1
2181	QO-U	1
2182	E-PI-KI-TO-NI-JA	1
2183	E-TA-WO-NE-WO	1
2184	E-NE-RO	1
2185	E-PI-RO-PA-JA	1
2186	O-DU-WE	1
2187	KU-SU-A-TA-O	1
2188	JO-DU-MI	1
2189	KO-WE-JA	1
2190	A-NU-TO-JO	1
2191	KU-SU-PA-TA	1
2192	A-*65-NA	1
2193	TA-WA-KO-TO	1
2194	SI-DA-O-NE	1
2195	KE-RE-NA	1
2196	E-NE-SI-DA-O-NE	1
2197	SU-JA-TO	1
2198	O-RE-O-PO	1
2199	ZE-NE-SI-WI-JO	1
2200	KE-DO-RO	1
2201	DI-WI-PA-RA	1
2202	TE-WO	1
2203	RI-NI-JO	1
2204	WI-JO-JO	1
2205	A-RO2	1
2206	KA-A-NA	1
2207	MA-WO	1
2208	KO-A	1
2209	KU-RU-SU-*56	1
2210	PI-RI-JE	1
2211	ME-NO-NO	1
2212	MA-SA-DE	1
2213	TI-TA-MA-I	1
2214	A-SA-MI	1
2215	TU-RA-TE-WE	1
2216	WA-WI	1
2217	A-MU-TA-WO-QE	1
2218	RE-NE-O	1
2219	PO-PU-RO2	1
2220	KU-TA-MI	1
2221	PO-MA-NO-RI	1
2222	NI-JA-WE-JO	1
2223	RA-SU-TI-JO	1
2224	RA-MA-NA	1
2225	E-NE-RA	1
2226	KE-NI-QE-TE	1
2227	KA-*56-SO-TA	1
2228	A3-DU-WO-NA	1
2229	WI-JA-NA-TU	1
2230	WI-TU-RI-JO	1
2231	KI-TO-NE	1
2232	KI-NU-WA	1
2233	KI-RI-TE-WI-JA-I	1
2234	PI-JA-QE	1
2235	DO-KE-U	1
2236	RE-TA	1
2237	SI-RE-WE	1
2238	WE-RA-TI-JA	1
2239	KI-TO-NA	1
2240	KI-TO-PI	1
2241	E-PI-KO-RU-SI-JO	1
2242	A-DA-RA-KO	1
2243	PU-KO-TO	1
2244	A-NA-QO-TA	1
2245	KO-MA-WE-TA	1
2246	PE-QO-NO	1
2247	KO-A-TA	1
2248	KU-NI-TA	1
2249	O-PI-TE-U-KE-WE	1
2250	DA-I-PI-TA	1
2251	WI-DU-RO	1
2252	JO-SI	1
2253	QO-JA-SI	1
2254	DI-DE	1
2255	QA-WO	1
2256	PU2-RA-NE-JO	1
2257	O-PE-TA	1
2258	A-TA-MA-TA	1
2259	E-KE-SE	1
2260	A-TU-QO-TA	1
2261	SA-ZA-RO	1
2262	KU-PE-RE-TE	1
2263	ME-NE-U	1
2264	ME-TA-RA-WO	1
2265	A-ME-JA-SI	1
2266	A-WO-RO	1
2267	NA-SI-JO	1
2268	ME-DE-I-JO	1
2269	WA-I-JO	1
2270	WE-RO-PA-TA	1
2271	E-RE-KE	1
2272	DO-RI-JO	1
2273	A-KI-WA-TA	1
2274	KI-RI-JA-SI	1
2275	RA-TI	1
2276	E-U-KA-RI	1
2277	E-RI-TI-QI	1
2278	KO-KU-RO	1
2279	TO-NA-TA	1
2280	A-SO-QI-JO	1
2281	PI-RI-U-WO	1
2282	WO-QO	1
2283	DO-QE-U	1
2284	A-KI	1
2285	E-I-JA-SI	1
2286	PO-TI-JO	1
2287	PI-JA-TO	1
2288	TO-PE-SI	1
2289	E-WI-TA	1
2290	ME-DE	1
2291	I-ZA-RE	1
2292	A-RA-KA-JO	1
2293	WO-TA	1
2294	PO-KI-TE	1
2295	TO-WA-NO	1
2296	E-WI-TO-WO	1
2297	RU-A2	1
2298	RE-KA-TA	1
2299	MA-JA-RO	1
2300	RA-SA-TO	1
2301	SA-DO-RO-JO	1
2302	MA-DA-JO	1
2303	A-PI-JA-KO-RO-JO	1
2304	MI-JO	1
2305	WE-KE-I-JA	1
2306	JA-PU2-WI-JA-QE	1
2307	*56-KO-WE-I-JA-QE	1
2308	KU-TA-TI-JA-QE	1
2309	KE-U-PO-DE-JA	1
2310	E-QE-TA-E	1
2311	E-MI-TO	1
2312	PO-DA-QE-RE-SI-JE-WO	1
2313	PI-RO	1
2314	KU-TE-RO	1
2315	KU-RO2-JO	1
2316	TU-WI-JO	1
2317	TA-PA-E-O-TE	1
2318	A-PI-QO-I-TA	1
2319	TA-NA-QO	1
2320	A-PA-TA-WA-JO	1
2321	TE-KO-TO-NE	1
2322	A-WA-TI-KA-RA	1
2323	DI-DA-KA	1
2324	DI-DA	1
2325	DU-WI-JA	1
2326	E-MI-JA-TA	1
2327	KA-MU-KO-TO	1
2328	KE-RA-JA	1
2329	MA-KE-RA	1
2330	DE-RO	1
2331	A-TI-KA	1
2332	WE-U	1
2333	QA-DA-RO	1
2334	KA-SA-NO	1
2335	TO-RO-KI-NO	1
2336	WI-RI-KI-NO	1
2337	DO-TI-JO-NO	1
2338	SI-RA-PE-TE-SO	1
2339	KA-PU-RO	1
2340	KA-NA-PO-TO	1
2341	PI-MA	1
2342	TA-U-RO	1
2343	JA-SA-RO	1
2344	KU-KA-DA-RO	1
2345	PI-DI-JO	1
2346	TA-KO-RO	1
2347	A-KE-RE-MO	1
2348	KE-MA-QE-ME	1
2349	ME-RA	1
2350	KE-NU-WA-SO	1
2351	A-PU-DA-SE-WE	1
2352	A-DI-*22-SA	1
2353	NO-DI-MI-ZO-JO	1
2354	MI-SA-RA-JO	1
2355	E-RA-WA	1
2356	ME-A-DE	1
2357	PE-RO2	1
2358	KI-DA-RO	1
2359	TA-RA-QO	1
2360	TA-U-PA-DU-WE	1
2361	RA-WA-E-SI-JO	1
2362	NO-SO	1
2363	DA-NA-MO	1
2364	PU-TA-RI-JA	1
2365	MA-SI-JO	1
2366	DO-WE-I	1
2367	MA-SO-QE	1
2368	JO-ZO	1
2369	NU-PO	1
2370	SU-MA-RI-JO	1
2371	MA-KI-NU-WO	1
2372	I-PO-QA	1
2373	JO-E-KE-TO-QO	1
2374	WO-NA-SI	1
2375	WE-JE-WE	1
2376	PU-TA	1
2377	RE-WA-JO	1
2378	TE-TU-KO-WO-A	1
2379	KE-RA-A	1
2380	TE-TE	1
2381	U-DO	1
2382	SA-ME-TI-JO	1
2383	A-PI-TE	1
2384	DE-RA	1
2385	MA-TE-U-PI	1
2386	E-TE-RE-TA	1
2387	PO-RO-TI-RI	1
2388	PO-NI-KE-A	1
2389	WO-RA-WE-SA	1
2390	E-NA-RI-PO-TO	1
2391	PO-RO-SU-RE	1
2392	O-MO-PI	1
2393	E-KA-TE-RE-TA	1
2394	A-TE-RE-TE-A	1
2395	PE-TE-RE-WA	1
2396	TE-MI-DWE	1
2397	KA-KI-JO	1
2398	KA-KO-DE-TA	1
2399	KI-DA-PA	1
2400	O-DA-TU-WE-TA	1
2401	KE-RA-NO-QE	1
2402	TO-MA-KO	1
2403	WO-NO-QO-SO-QE	1
2404	KO-SO-U-TO-QE	1
2405	E-WO-TA-DE	1
2406	SI-PE-WE	1
2407	E-RA-NE	1
2408	O-DU-RU-WE	1
2409	U-WO-QE-WE	1
2410	KU-TA-I-TO	1
2411	RE-RI-JO	1
2412	KA-TA-RA-I	1
2413	O-DU-RU-WO	1
2414	MA-MI-DI-ZO	1
2415	PI-RI-TO-JO	1
2416	PO-RI-WO	1
2417	JA-RU	1
2418	PA-TA-TI-JO	1
2419	A-DU-PO-TO	1
2420	QI-KO-WE-E	1
2421	QA-DI-JA	1
2422	RA-WA-NI	1
2423	O-MI-RI-SO	1
2424	A-*56-DA-RO	1
2425	KA-TA-MI-JO	1
2426	DA-WE-RO	1
2427	PU-NA-TO	1
2428	E-TE-WA-TU-WO	1
2429	I-RO-TO	1
2430	NA-JO	1
2431	A-DA-WA-SI-JO	1
2432	PO-KU	1
2433	SU-PU-WO	1
2434	DO-E-RO-JO	1
2435	E-TE-WA-NO	1
2436	PA-RA-TI-JO	1
2437	A-KA-WI-JA-DE	1
2438	RE-KO-NO	1
2439	NI-JA-SO	1
2440	TE-RU-WO-TE	1
2441	TO-WI-NO	1
2442	TU-DA-RA	1
2443	*56-NA-RO	1
2444	SA-JO	1
2445	E-PE-KE	1
2446	QA-RA2-RO	1
2447	*83-RE-TO	1
2448	DA-TA-RA-MO	1
2449	QI-TA-RO	1
2450	RE-JO	1
2451	PO-TI-NI-JA-WE	1
2452	A-KO-I-DA	1
2453	QA-NWA-SO	1
2454	TA-MI-DE-SO	1
2455	KU-MO-NO	1
2456	KE-U-SA	1
2457	PA-ZA-TI	1
2458	I-PE-TA	1
2459	*18-JO	1
2460	WO-DE-WI-JO-JO	1
2461	PA-DE-I	1
2462	KE-TO-RO	1
2463	WE-WO-NI-JO	1
2464	KU-NO-O	1
2465	ME-TU-RO	1
2466	PO-RO-I	1
2467	MA-NA-JE-U	1
2468	TE-RA	1
2469	E-DA-E	1
2470	TE-TE-U	1
2471	WI-PI-NO-O	1
2472	WO-KA-RE	1
2473	A-RI-KE-U	1
2474	KA-PA-SO	1
2475	AU-TO-A3-TA	1
2476	TE-RE-WA-KO	1
2477	A3-WA	1
2478	TU-MA-KO	1
2479	SI-RA-SI-JA	1
2480	KU-PE-TE-JO	1
2481	KO-RO-KI-NO	1
2482	PO-PU-RE-JO	1
2483	PU-NA-SO-QE	1
2484	RA-SU-TO-QE	1
2485	E-RI-KE-RE-WE	1
2486	O-DU-RU-WI-JA	1
2487	PO-TO-RI-KA-TA	1
2488	DO-WO	1
2489	TU-RU-PE-TE	1
2490	A3-KI-WA-TO	1
2491	KA-RA-NA-KO	1
2492	A-RI-JA-WO	1
2493	E-WE-KI-TA	1
2494	MA-KI-RO-NE	1
2495	DA-I-MI-SO	1
2496	E-RU-SA-MO	1
2497	SI-DU-WO	1
2498	PI-RA-KI-JO	1
2499	PE-RI-JO-TA-QE	1
2500	KU-DA-JO-QE	1
2501	PI-RA-KA-WO-QE	1
2502	KI-RA-DI-JA	1
2503	O-MO	1
2504	WE-RE-KI-JA	1
2505	KO-RO-WE-JA	1
2506	PO-RO-WE	1
2507	WO-NO-QO-SO	1
2508	KA-PU2-SA-JO	1
2509	NWA-JO	1
2510	MA-TI-JO	1
2511	QI-NI-TE-WE	1
2512	O-ME-NO	1
2513	A-KO-RO-DA-MO-JO	1
2514	E-PI-KO	1
2515	RA-WA-KE	1
2516	QO-JO	1
2517	PE-RI-JE-JA	1
2518	PU-TE-RI-JA	1
2519	O-TA-RE-WO	1
2520	*56-SO-JO	1
2521	*56-KO-WE-QE	1
2522	WE-I-JO	1
2523	KI-RI-KO	1
2524	DA-I-WO-WO	1
2525	TO-NO-QE	1
2526	PA-SI-JA	1
2527	WE-KA-TA-E	1
2528	ME-RI-DU	1
2529	KA-TU-RE-WI	1
2530	PU-SA-RA	1
2531	DA-MA-O-TE	1
2532	KO-TE-U	1
2533	PI-SA-WA-TA	1
2534	WO-SI-JO-NE	1
2535	*56-I-TI	1
2536	KA-TE-U	1
2537	DI-RA-QO	1
2538	I-KE-SE-RA	1
2539	E-KI-NO	1
2540	A-KO-RO-QO-RO	1
2541	E-NE-KE-SE-U	1
2542	O-KU-NO	1
2543	PO-I-TE-U	1
2544	KI-MU-KO	1
2545	RI-SA-TA	1
2546	NU-RA-QA	1
2547	NA-U-TI	1
2548	KA-TA-DO-QE	1
2549	QA-I-PO	1
2550	A3-KU-PI-TI-JO	1
2551	A-DU-RU-PO-TO	1
2552	TE-TO	1
2553	WA-*86-RE	1
2554	U-*56	1
2555	A-QI-RO	1
2556	E-QA-RO	1
2557	NO-TA-NA	1
2558	TA-RA-TO-NO	1
2559	WE-RA-TO	1
2560	A3-KE-TA	1
2561	QI-JA-TO	1
2562	JO-KO	1
2563	DU-RI	1
2564	MO-NI-JA-RO	1
2565	SA-MA-RI-JO	1
2566	SU-DI-NI-KO	1
2567	DA-TO-JA-RO	1
2568	WO-*82-NI-JO	1
2569	WI-JO-KA-DE	1
2570	A-RE-KE-SE-U	1
2571	A-WO-TI-JO	1
2572	A-NI-JA-TO	1
2573	DU-TA-SO	1
2574	A-QE-MO	1
2575	E-RO-U-TA	1
2576	WI-JE-SO	1
2577	DA-I-QO-TA	1
2578	AU-TA2	1
2579	RU-*56-RA-SO	1
2580	KU-RU-ME-NI-JO	1
2581	O-WE-TO	1
2582	PA-RU	1
2583	I-MI-RI-JO	1
2584	DU-RO	1
2585	A-KE-E-TO	1
2586	PA-U-RO	1
2587	O-NE-U	1
2588	RU-KA-*18	1
2589	DA-WI	1
2590	*22-RI-TA-RO	1
2591	O-WI-RO	1
2592	KA-*56-NO	1
2593	DA-RA-MU-RO	1
2594	A-ZE-O	1
2595	SA-NU-WE-TA	1
2596	KA-PTE	1
2597	DA-I-TA-RA-RO	1
2598	PU-NU-SO	1
2599	QA-RA2-TI-JO	1
2600	KO-KU	1
2601	O-TE-SE-U	1
2602	RA-WI-ZO	1
2603	KI-RI-NE-TO	1
2604	RA-O-NO	1
2605	*34-ZO	1
2606	ME-RI-WA-TA	1
2607	SA-ZE-RO	1
2608	QI-SI-TA	1
2609	SE-WO-TO	1
2610	A-TI-RO	1
2611	KA-MA-TO	1
2612	SI-NI-TO	1
2613	WI-SU-RO	1
2614	KA-WA-RO	1
2615	SA-SA-JO	1
2616	QI-ZO	1
2617	MI-TA-QO	1
2618	KA-MO-NI-JO	1
2619	MA-RA-PI-JO	1
2620	QA-DA-SO	1
2621	RU-KI-SO	1
2622	RA-U-RA-TA	1
2623	JA-TI-RI	1
2624	DE-NI-MO	1
2625	NA-RU	1
2626	KU-KE-SO	1
2627	SU-RU-SO	1
2628	KU-MO-NO-SO	1
2629	PO-I-TI-JO	1
2630	DA-I-ZE-TO	1
2631	SU-TA-NO	1
2632	A-NO-QO	1
2633	KI-MU-KU	1
2634	MU-DA	1
2635	KU-KA-NO	1
2636	TE-MI-RO	1
2637	SI-KI-TO	1
2638	NO-QA-TA	1
2639	RA-TO-JO	1
2640	TA-PE-RO	1
2641	A-RI-KO	1
2642	E-RA-TO	1
2643	QE-RI	1
2644	SE-ME-TU-RO	1
2645	E-WA-RA-JO	1
2646	TU-MA-DA-RO	1
2647	TU-*56-DA-RO	1
2648	O-TO-RO-QA	1
2649	PA-RA-TO	1
2650	MA-TA-U-RO	1
2651	E-ME-SI-JO	1
2652	MO-QO-SO	1
2653	MI-NI-TO	1
2654	TI-RI-JO-KO-SO	1
2655	TI-RI-TI-JA	1
2656	E-U-ME-TA	1
2657	E-U-MO	1
2658	KU-KE-TO	1
2659	AU-TO	1
2660	KU-NE-U	1
2661	SE-DO	1
2662	WI-DA-KA-SO	1
2663	WI-*65-TE-U	1
2664	SU-MA-NO	1
2665	RI-JA-TA	1
2666	RI-DI-NE-TO	1
2667	RI-MA-ZO	1
2668	PO-RI	1
2669	*56-RO2	1
2670	JA-RA-TO	1
2671	KE-*83-*18	1
2672	KE-ME-U	1
2673	O-PA-WE	1
2674	ME-KI-TI	1
2675	MA-NO-WE	1
2676	KI-KI-JO	1
2677	KI-SA	1
2678	RU-MA-NO	1
2679	WA-DU-KA-SA-RO	1
2680	KA-JO	1
2681	RA-NE-TO	1
2682	A-ZE-TA	1
2683	A-NA-KI-TI	1
2684	TA-U-NA	1
2685	KI-SA-NU-MO	1
2686	WO-*65-RO	1
2687	O-TA2-NO	1
2688	I-KE-KE-RA	1
2689	DI-*79-NU	1
2690	DI-KI-NU-WO	1
2691	DI-ZA	1
2692	NA-WI-RO	1
2693	O-KI-RO	1
2694	O-RA	1
2695	QI-NWA-SO	1
2696	RA-WA-KE-JA	1
2697	A-RA-DA-JO	1
2698	PI-JA-SI-RO	1
2699	SI-PU2	1
2700	JA-SA-NO	1
2701	QA-ME-SI-JO	1
2702	MI-JA-RA-RO	1
2703	PI-RI-NO	1
2704	PE-TE-KI-JA	1
2705	KO-NI-DA-JO	1
2706	I-TE-U	1
2707	A-TA-ZE-U	1
2708	A-RA-NA-RO	1
2709	SI-JA-PU2-RO	1
2710	SU-KI-RI-TO	1
2711	NE-O-TA	1
2712	A3-WA-TO	1
2713	SA-PI-TI-NU-WO	1
2714	KA-*56-NA-TO	1
2715	A-QA-TO	1
2716	QA-NU-WA-SO	1
2717	WI-RO	1
2718	SU-MI	1
2719	I-WA-KO	1
2720	A-PI-WA-TO	1
2721	PI-JA-SE-ME	1
2722	SU-KE-RE-O	1
2723	KU-TO	1
2724	SA-U-RI-JO	1
2725	A-PI-RA-WO	1
2726	WA-RU-WO-QO	1
2727	RE-QO-ME-NO	1
2728	A-DI-NWA-TA	1
2729	QI-QE-RO	1
2730	KU-RA-NO	1
2731	KU-TA-I-JO	1
2732	KU-PA-NU-WE-TO	1
2733	TO-RO-NO-WO-KO	1
2734	PO-TO-RI-JO	1
2735	PE-WE-RI-JO	1
2736	RE-WE	1
2737	I-WE-RO	1
2738	NE-O-TO	1
2739	PA-JA-RO	1
2740	KI-KE-RO	1
2741	MA-RI-NE-WO	1
2742	WO-I-KO-DE	1
2743	KI-MA-TA	1
2744	DA-KO-SO	1
2745	SI-ZA	1
2746	O-*22-DI	1
2747	PI-RO-I	1
2748	TE-RO-RI-JO	1
2749	PU2-TO	1
2750	ME-TA-NO-RE	1
2751	MI-NI-SO	1
2752	SA-KA-RI-JO	1
2753	A-TU-QO-TE-RA-TO	1
2754	PI-RO-I-TA	1
2755	DI-WA-JO	1
2756	MA-NO-NE	1
2757	DO-MA	1
2758	KI-SI-WO	1
2759	KU-RU-NI-TA	1
2760	SA-NU-WE-SI-JO	1
2761	RA-JE-U	1
2762	KU-TA-TI	1
2763	A-MI-TO-NO	1
2764	PI-RI-TE	1
2765	O-WA-SI-JO	1
2766	KA-TE-RI-JA	1
2767	JE-NE	1
2768	MI-JA-RO	1
2769	*56-PO-SO	1
2770	WA-WA-KA	1
2771	TA-SU	1
2772	KO-RE-WO	1
2773	DI-*65-PA-TA	1
2774	RU-SA-MA	1
2775	NA-E-RA-JA	1
2776	QE-PA-TA-NO	1
2777	RU-NU	1
2778	MA-TU-WE	1
2779	PO-NI-KE-JA	1
2780	O-PE-RE-RA	1
2781	ME-NA-QE	1
2782	MA-RI-JO	1
2783	AU-A3-TA	1
2784	A-RA-KO-QE	1
2785	TA-*49-RO	1
2786	TE-MI	1
2787	TA-NA-TO	1
2788	TO-I-JE	1
2789	NO-DU	1
2790	WI-JO-DO	1
2791	A-KO-WE-I-JA	1
2792	JA-O	1
2793	QE-RI-JO	1
2794	PI-ZA-RA	1
2795	U-TA	1
2796	QA-RA-O	1
2797	MI-WE-TE	1
2798	RE-A	1
2799	SA-SO	1
2800	ZE-WA-SO	1
2801	NI-SA	1
2802	RA-I	1
2803	DE-WE-RA	1
2804	RU-WO-I-KO	1
2805	WE-A	1
2806	A-RA-RO-MO-TE-ME-NO	1
2807	A-U-QE	1
2808	A-RE-TA-TO	1
2809	AU-RO	1
2810	MI-TO-WE-SA-E	1
2811	A-RA-RU-WO-JA	1
2812	PO-NI-JA-JA	1
2813	A-RA-RO-MO-TO-ME-NA	1
2814	A-NA-TA	1
2815	A-RO-MO-TE-ME-NA	1
2816	ME-TA-KE-KU-ME-NA	1
2817	WO-ZO-ME-NO	1
2818	PTE-RE-E	1
2819	A-RO2-JO	1
2820	WO-ZO-ME-NA	1
2821	A-MO-TE	1
2822	WA-RA-WI-TA	1
2823	O-PE-TE-WE	1
2824	KE-RA-I-JA-PI	1
2825	WO-RA-E	1
2826	WO-RA	1
2827	KA-ZA	1
2828	JA-*18	1
2829	U-QA-MO	1
2830	A-PA-SA-KI-JO	1
2831	SI-NU-MO-RO	1
2832	QE-WA-RA	1
2833	KA-MA-SO	1
2834	A-PA-U-RO	1
2835	RI-MI-JO	1
2836	JO-A-MI-NI-SO-DE	1
2837	DI-DO	1
2838	KU-PE-SE-RO	1
2839	NE-RI-WA-TO	1
2840	PU-RU	1
2841	E-RI-SA-TA	1
2842	A3-KI-SI-JO	1
2843	TA-U-PO-NO	1
2844	PU-RE-WA	1
2845	KA-U-JA	1
2846	DE-U-KE-RO	1
2847	DO-RI-KA-NO	1
2848	A3-KI-PO	1
2849	E-DA	1
2850	NU-WO	1
2851	PI-RI-SA-TA	1
2852	SE-RI-NA-TA	1
2853	PA-KE-TA	1
2854	A-WI-TO-DO-TO	1
2855	DA-SO	1
2856	A-NA-KA	1
2857	A-PU-DO-SO-MO	1
2858	DI-MI-ZO	1
2859	*22-JA-RO	1
2860	QA-KA-NA-PI	1
2861	SI-JA-PU2	1
2862	E-RO-PA-KE-U	1
2863	KO-KI	1
2864	RA-WO-PO-QO	1
2865	PA-PU	1
2866	KI-RI-TA-I	1
2867	KA-DA-I-SO	1
2868	KA-RA-I-NO	1
2869	TA-DI-*22-SO	1
2870	MA-TI	1
2871	DI-PA-TE	1
2872	SA-I	1
2873	NI-KI-JO	1
2874	A-KA-MU	1
2875	WI-PI-O	1
2876	PE-NE-WE-TE	1
2877	DO-WA	1
2878	O-PE-RE	1
2879	E-KE-PI	1
2880	A-RA	1
2881	TO-KE	1
2882	DA-NA-RO	1
2883	A-PA-TO	1
2884	SU-SE	1
2885	WI-RA-NE	1
2886	PO-KA-RO	1
2887	KI-SA-QO	1
2888	A3-KE-WA-TA	1
2889	O-NA-JA	1
2890	KU-I-SO	1
2891	PI-KI-NU-WO	1
2892	A-DA-RA-RO	1
2893	A-PA-NI-JO	1
2894	*49-WO	1
2895	WI-RO-JO	1
2896	RU-TA2	1
2897	RI-RO	1
2898	KO-*18	1
2899	E-QA-JO	1
