rank	type	freq
1027	QA-RA-I-SO	2
1028	PU-KA-TA-RI-JA	2
1029	DU-PU2-RA-ZO	2
1030	WI-DA-MA-RO	2
1031	WA-JE	2
1032	DA-I-RA	2
1033	O-DU	2
1034	QE-RA-JO	2
1035	NU-TO	2
1036	KO-RO-TO	2
1037	SA-DE-SO	2
1038	DWO-JO	2
1039	DI-ZA-SO	2
1040	RE-ME-TO	2
1041	TA-SI	2
1042	*47-TI-JO	2
1043	WA-DU-NA	2
1044	TU-RI-SI-JA	2
1045	KE-RI-MI-JA	2
1046	A-RO-ZO	2
1047	I-TA-JA	2
1048	TI-MU-NU-WE	2
1049	RI-JO-NI-JO	2
1050	A-TO-MO-NA	2
1051	PO-KI-RO	2
1052	DI-KA-TA-RO	2
1053	NU-WA-I-JA	2
1054	KO-PU-RA	2
1055	WI-JO-QO-TA-O	2
1056	E-SO-TO	2
1057	A-MO-RA-MA	2
1058	NO-SI-RO	2
1059	MA-DI	2
1060	E-RE-DWO-E	2
1061	WI-NA-TO	2
1062	RA-WO-KE-TA	2
1063	KO-ME-NO	2
1064	RE-PO-SO	2
1065	WI-JE-MO	2
1066	NO-DA-RO	2
1067	A-PE-A-SA	2
1068	A-*79	2
1069	KE-JA	2
1070	NE-O	2
1071	RU-SI	2
1072	TE-QA-JA	2
1073	TU-ZO	2
1074	KU-TU-QA-NO	2
1075	WI-DA-MA-TA2	2
1076	PU-WA	2
1077	A-QI-TI-TA	2
1078	A-RE-I-JO	2
1079	TE-PE-JA	2
1080	DE-KO-TO	2
1081	DA-MO-KO	2
1082	SA-MA-RI-WA-TA	2
1083	O-PI-SI-RI-JA-WE	2
1084	NU-WA-JA	2
1085	PA-WE-O	2
1086	NU-WE-JO	2
1087	TU-TI	2
1088	PE-KI-TI	2
1089	A-RO-WE	2
1090	QO-JA-TE	2
1091	RA-TI-JO	2
1092	DA-*22-TI-JO	2
1093	MA-RI-NE-WE	2
1094	MI-DWE	2
1095	A-PU-DO-KE	2
1096	E-RE-PA-TO	2
1097	PI-MO-NO	2
1098	RE-PO-TO	2
1099	SA-PA	2
1100	KA-RA-WE	2
1101	NE-WE	2
1102	TE-O-PO-RI-JA	2
1103	WO-KE	2
1104	DA-MI	2
1105	I-TO	2
1106	DA-NWA	2
1107	DA-PU2-RI-TO-JO	2
1108	RE-NE	2
1109	A-RO2-E	2
1110	ME-SA-TA	2
1111	E-TO-RO-QA-TA	2
1112	A-KA-WO	2
1113	A-DI-JE-WO	2
1114	TI-RI-TI-JO	2
1115	QA-MI-JO	2
1116	A-ME-A	2
1117	A-ZE-TO	2
1118	E-KA-TE-JO	2
1119	I-TA-NO	2
1120	A-MO-TE-RE	2
1121	KA-TA-NI-JA	2
1122	KA-RA-RE-WE	2
1123	NE-KI-RI-DE	2
1124	KI-RI-TA	2
1125	A-*34-KA	2
1126	*56-KO-WE-E	2
1127	A-KE-TA	2
1128	PA-WI-NO	2
1129	A-KA-DE	2
1130	RA-NO	2
1131	KE-RO-TE	2
1132	MA-MA-RO	2
1133	PU-RA	2
1134	PA-SA	2
1135	PO-TI-NI-JA-WE-JA	2
1136	A-PU	2
1137	KI-TA-NE-TO	2
1138	E-KE-A	2
1139	WE-KA-DI-JO	2
1140	NO-RE	2
1141	WO-WE-U	2
1142	TE-WA-TE-U	2
1143	SA-PI-TI-NE-WE-JO	2
1144	KA-PO	2
1145	A-RO-JA	2
1146	PE-RA	2
1147	E-PI-KE-RE	2
1148	A-KE-RE-MO-NO	2
1149	O-DA-KU-WE-TA	2
1150	NE-QA-SA-PI	2
1151	I-JE-RE-WI-JO	2
1152	A3-WO-RO	2
1153	E-PO-RO-JO	2
1154	A3-WO-RO-QE	2
1155	TO-MA-KO-QE	2
1156	PO-DA-KO-QE	2
1157	O-DU-RU-WI-JO	2
1158	DA-NU-WO	2
1159	SI-RA-RO	2
1160	DE-KI-SI-WO	2
1161	SU-KI-RI-TA-JO	2
1162	PO-KU-TE-RO	2
1163	KU-JO	2
1164	RE-KO-NO-JO	2
1165	QA-SA-KO	2
1166	KA-SA-RO	2
1167	RE-TO	2
1168	RA-WO-QO-NO-JO	2
1169	MA-SO-MO	2
1170	SA-PA-KA-TE-RI-JA	2
1171	WI-JA	2
1172	RI-JO-DE	2
1173	KO-RI	2
1174	DO-RI-KA-O	2
1175	DA-TO-RO	2
1176	E-WI-SU-ZO-KO	2
1177	TI-TA-MA	2
1178	DA-*83-JA	2
1179	DA-JO	2
1180	E-KE-PU-TE-RI-JA	2
1181	PE-RA2	2
1182	KA-DI-TI-JA	2
1183	E-RE-PA-TE-O	2
1184	PE-RI-QO-TA	2
1185	WO-RO-KA-NE	2
1186	A3-ZO-RO-QE	2
1187	WE-KA-SA	2
1188	E-RA-WO	2
1189	A-RE-KI-SI-TO-JO	2
1190	ME-TU	2
1191	A-TE-I-JA-TA	2
1192	KA-DA-NO	2
1193	*49-SO	2
1194	KA-MI-NI-TO	2
1195	E-RU-TO-RO	2
1196	TI-MI-ZA	2
1197	KO-TI	2
1198	*56-KO-WE-I	2
1199	RU-NA-MO	2
1200	KI-*18-I-SO	2
1201	QA-SI-DA-RO	2
1202	KA-TA-WO	2
1203	DE-KE-SE-U	2
1204	*56-DU-NU-KA	2
1205	PO-RU-QO-TO	2
1206	DA-JA-RO	2
1207	KA-TO	2
1208	TO-U-NA-TA	2
1209	A3-KE-WA-TO	2
1210	TA-NA-PO-SO	2
1211	PA-JA-SO	2
1212	WI-RA-NE-TO	2
1213	MO-RE	2
1214	DE-A-TA	2
1215	NA-PU-TI-JO	2
1216	KU-TA-SI-JO	2
1217	TA-ZA	2
1218	A-NO-KE-WE	2
1219	KO-RI-JO	2
1220	JE-ZO	2
1221	TU-QA-NI-JA-SO	2
1222	PA-TI	2
1223	U-WA-TA	2
1224	DA-NWA-RE	2
1225	WI-JO-QO-TA	2
1226	TE-RU-SA	2
1227	U-RA-MO-NO	2
1228	DA-NA-JO	2
1229	A-RE-TA2	2
1230	TA-WE-SI-JO	2
1231	RA-RO	2
1232	KA-NE-U-TA	2
1233	WI-JA-MA-RO	2
1234	TE-RU-RO	2
1235	PO-TO	2
1236	*56-RI-TO	2
1237	SI-JO-JO	2
1238	RU-NA-SO	2
1239	A-WO-I-JO	2
1240	A-TI-JO	2
1241	QI-JA-ZO	2
1242	DI-DE-RO	2
1243	DU-RU	2
1244	A-NU-WI-KO	2
1245	QA-TO-NO-RO	2
1246	RU-NA	2
1247	DU-TO	2
1248	WI-DU	2
1249	KE-KA-TO	2
1250	E-SA-RE-WE	2
1251	A3-NI-JO	2
1252	ZA-MI-JO	2
1253	SA-ZO	2
1254	SI-JA-MA	2
1255	A-MA-NO	2
1256	E-KE-DA-MO	2
1257	ZO-WI-JO	2
1258	PA-KA	2
1259	DA-ZO	2
1260	TI-RO	2
1261	RU-KO	2
1262	QA-NO	2
1263	KA-RA-E-RI-JO-JO	2
1264	A-MO	2
1265	TE-WI-JA	2
1266	I-QI-JO	2
1267	PE-QA-TO	2
1268	KO-KI-DA	2
1269	WI-RI-NE-JO	2
1270	A-JA-ME	2
1271	A-NA-I-TA	2
1272	TE-MI-DWE-TE	2
1273	A-RE-KI-SI-TO	2
1274	JA-QO	2
1275	A-NA-MO-TA	2
1276	TU-RI-JO	2
1277	ME-WO-NI-JO	2
1278	E-PI-KO-WO	2
1279	ZE-RO	2
1280	KA-PA-RA2	2
1281	WO-RO-TO	2
1282	I-TA	2
1283	SA-MA-JA-SO	2
1284	PA-RA-KU	2
1285	WA-KO	2
1286	E-RE-U-TA	2
1287	QA-SA	2
1288	TI-KO-RO	2
1289	A-PI-JE-TA	2
1290	MA-WE	2
1291	WO-JO	2
1292	WI-RI-NE-WE	2
1293	DE-MI-NI-JO	2
1294	KI-RO	2
1295	ZA-WE-TE	2
1296	RI-*65	2
1297	TU-NI	2
1298	RA-TO-PO-RO	2
1299	A-ME	2
1300	U-KO-RO	2
1301	PA-RA	2
1302	MA-JO	2
1303	JA-WE-JO	2
1304	TI-NO	2
1305	DI-DU-MO	2
1306	E-SE	2
1307	TA-JO	2
1308	DI-KI	2
1309	PE-RI-MO	2
1310	JA-RO	2
1311	WA-DE	2
1312	KE-ME-NA	2
1313	A-RO-ZA	2
1314	ME-WI	2
1315	RU-KA	2
1316	NO-TO	2
1317	PE-PO-RO	2
1318	JO-E	2
1319	NO-QE	2
1320	KA-MA-O	2
1321	NE-A	2
1322	TE-I-JA	2
1323	RI-TO	2
1324	TO-WO	2
1325	*65-NO	2
1326	NE-TO	2
1327	WA-SI-JO	2
1328	O-WO-TA	2
1329	E-WA	2
1330	KE-ME	2
1331	RA-WI	2
1332	O-KA-RA	2
1333	KE-KU-RO	2
1334	A-WA	2
1335	ME-TE	2
1336	SA-TO	2
1337	RI-SO-WA	2
1338	NO-DA	2
1339	QA-RA2-RI	2
1340	RE-WA	2
1341	WA-JO	2
1342	O-PI-KO-RU-SI-JA	2
1343	KA-TA-RO	2
1344	RI-KO	2
1345	RI-JA	2
1346	KA-DE	2
1347	O-TO-RO	2
1348	MI-JA	2
1349	KI-RI-TA-DE	2
1350	KO-WE	2
1351	PO-ME-NO	2
1352	SA-NU	2
1353	DA-RA	2
1354	PA-NA	2
1355	NU-SE	2
1356	PE-QE	2
1357	NA-SO	2
1358	DA-U-TA-RO	2
1359	JA-KO	2
1360	ME-RE-TI-RI-JA	2
1361	KE-E	2
1362	KU-TE-RA3	2
1363	TI-NWA-SI-JA	2
1364	WE-WE-SI-JE-JA	2
1365	KI-SI-WI-JA	2
1366	A-DA-RA-TE-JA	2
1367	KA-PA-RA2-DE	2
1368	PA-WO-KE	2
1369	RA-WI-JA-JA	2
1370	PE-KI-TI-RA2	2
1371	ME-KI-TO-KI-RI-TA	2
1372	RI-NE-JA	2
1373	A-KE-TI-RA2-O	2
1374	A-*64-JA-O	2
1375	MI-RA-TI-JA-O	2
1376	KU-TE-RA-O	2
1377	TU-RA-TE-U	2
1378	DU-NI-JO-JO	2
1379	SU-RA-TE	2
1380	TA-RA-MA-TA-O	2
1381	KE-RO-WO	2
1382	PI-RA-JO	2
1383	PI-RO-WO-NA	2
1384	WI-DO-WO-I-JO	2
1385	TE-TA-RA-NE	2
1386	A-PO-NE-WE	2
1387	SA-NI-JO	2
1388	QE-RE-ME-TI-WO	2
1389	MU-TA-PI	2
1390	RA-U-TA	2
1391	E-RE-U-TE-RI	2
1392	A-SE-E	2
1393	PA-RA-WE-WO	2
1394	QO-TA-WO	2
1395	SA-RI-QO-RO	2
1396	A-WE-U-PI	2
1397	KA-RA-U-RO	2
1398	TA-RA-TO	2
1399	O-PE-RE-TA	2
1400	O-WO-TO	2
1401	TU-RU-WE-U	2
1402	A-PI-O-TO	2
1403	O-TO-WO-O	2
1404	PO-TI-JA-KE-E	2
1405	KA-WA-TI-RO	2
1406	PU-TI-JA	2
1407	A-NO-RA-TA	2
1408	TE-U-TA-RA-KO-RO	2
1409	PA-KO	2
1410	O-DA-SA-TO	2
1411	MU-TO-NA	2
1412	A-PI-TE-WA	2
1413	DE-WI-JO	2
1414	PI-RU-TE	2
1415	RO-U-KO	2
1416	KU-SA-ME-NI-JO	2
1417	MA-TE-DE	2
1418	KU-TE-RE-U-PI	2
1419	MA-TE	2
1420	PA-TE-DE	2
1421	WO-QE-WE	2
1422	ZA-KU-SI-JO	2
1423	ZA-E-TO-RO	2
1424	A2-TE-RO	2
1425	A-WA-SI-JA	2
1426	E-QO-TE	2
1427	A-TI-JA-WO	2
1428	O-*34-TA	2
1429	A-RE-KU-TU-RU-WO	2
1430	TO-WA	2
1431	PE-RI-NO	2
1432	DI-WI-JE-U	2
1433	PU2-TI-JA	2
1434	A-PU2-KA-NE	2
1435	A-DA-RA-TI-JO	2
1436	KA-E-SA-ME-NO	2
1437	KU-PA-RI-SI-JO	2
1438	KE-KI-JO	2
1439	E-KO-ME-NA-TA-O	2
1440	E-U-KA-RO	2
1441	O-PE-RO-TE	2
1442	E-KO-SI-QE	2
1443	O-PI-DA-MI-JO	2
1444	TE-RE-NE-WI-JA	2
1445	I-QE-JA	2
1446	ME-TA-KA-WA	2
1447	MA-RA-SI-JO	2
1448	A-PI-E-RA	2
1449	KA-DO-WO	2
1450	I-TE-RE-WA	2
1451	PA-KU-RO2	2
1452	MA-SE-DE	2
1453	ME-ZA-NA	2
1454	E-RE-U-TE-RE	2
1455	A-KA-RE-U-TE	2
1456	TI-RI-JO	2
1457	O-QE	2
1458	A-NE-U-TE	2
1459	MA-U-TI-JO	2
1460	KA-TA-WA	2
1461	PE-QE-WE	2
1462	PO-KO-RO	2
1463	WI-JA-TE-WE	2
1464	PO-TE-U	2
1465	O-KU-KA	2
1466	KO-RU-NO	2
1467	O-WA-KO	2
1468	TO-RO-WI	2
1469	A-NO-PO	2
1470	E-TI-RA-WO	2
1471	KE-SA-ME-NO	2
1472	PU-WI-NO	2
1473	TI-TU	2
1474	A-NO	2
1475	WI-SA-TO	2
1476	MA-RA-PI	2
1477	A-KO-RO-WE	2
1478	A-TA-TU-RO	2
1479	O-KO	2
1480	E-WI-TE-U	2
1481	NE-TI-JA-NO	2
1482	KE-RE-NO	2
1483	TI-RI-PO-DI-KO	2
1484	KE-WE-NO	2
1485	MI-KA-RI-JO	2
1486	*82-DE	2
1487	MA-RA-NI-JO	2
1488	KU-KA-RA-SO	2
1489	A-RI-WO	2
1490	DI-U-JA	2
1491	SA-KE-RE-WE	2
1492	KO-DO-JO	2
1493	O-KE-U	2
1494	A-MO-TE-WO	2
1495	MO-RO-QO-RO	2
1496	RA-PA-DO	2
1497	SA-KE-RE-U	2
1498	MO-RO-QO-RO-JO	2
1499	O-PE-TE-RE-U	2
1500	PO-RO-DU	2
1501	O-PE-RO-QE	2
1502	I-JE-RO-WO-KO	2
1503	E-O	2
1504	A-SI-TO-PO-QO	2
1505	E-U-KE-TO-QE	2
1506	WE-RA-JO	2
1507	U-WA-MI-JA	2
1508	TA-RA-MI-KA	2
1509	O-PI-TI-NI-JA-TA	2
1510	NE-QE-WO	2
1511	E-DA-E-WO	2
1512	E-ME-DE	2
1513	PI-KE-RE-U	2
1514	I-DO-ME-NE-JA	2
1515	KE-RA-U-JO	2
1516	KA-RA-U-DU-RO	2
1517	SA-SA-WO	2
1518	TE-RA-PI-KE	2
1519	MA-RA3-WA	2
1520	KU-SO	2
1521	A-I-QE-U	2
1522	QE-RI-TA	2
1523	KA-WA-DO-RO	2
1524	TO-WA-TE-U	2
1525	I-PA-SA-NA-TI	2
1526	E-RI-QI-JA	2
1527	WO-ZO-TE	2
1528	KA-RA-WI-PO-RO-QE	2
1529	RU-*83-O	2
1530	TE-SE-U	2
1531	MA-RE-KU-NA	2
1532	MA-*79	2
1533	E-PA-SA-NA-TI	2
1534	I-E-RE-U	2
1535	A3-WA-JA	2
1536	PO-TE-WO	2
1537	I-NI-JA	2
1538	SI-MA	2
1539	E-RA-TA-RA	2
1540	QE-RE-QO-TA-O	2
1541	TU-RI-JA-TI	2
1542	A-DA-MA-O-JO	2
1543	A-I-QE-WO	2
1544	RA-KU-RO-JO	2
1545	A-KA-TA-JO-JO	2
1546	KO-TO-NO	2
1547	PA-DE-WE-U	2
1548	RA-KE	2
1549	E-RI-TA	2
1550	PA-SI	2
1551	A-DE-TE	2
1552	PO-SE-DA-O-NO	2
1553	O-WI-DE	2
1554	TE-ME-NO	2
1555	TO-SO-JO	2
1556	WO-RO-KI-JO-NE-JO	2
1557	WO-RO-TI-JA-O	2
1558	RU-KO-U-RO	2
1559	KO-KA-RO	2
1560	A-KI-TO-JO	2
1561	KE-KO-JO	2
1562	A3-KI-A2-RI-JO	2
1563	DI-PTE-RA-PO-RO	2
1564	ZE-U-KE-U-SI	2
1565	A-KI-TO	2
1566	TE-QI-RI-JO-NE	2
1567	ME-NI-JO	2
1568	RE-WA-O	2
1569	TI-RI-SE-RO-E	2
1570	SO-DE	2
1571	WA-NA-KE-TE	2
1572	U-PO-JO	2
1573	E-RE-DE	2
1574	DI-WI-JO-DE	2
1575	JO-I	2
1576	TU-RA-TE-U-SI	2
1577	RU-KI-JO	2
1578	KA-RA-PA-SO	2
1579	E-PI-DA-TO	2
1580	QE-TO-RO-NO	2
1581	I-*65-QE	2
1582	PO-WI-TE-JA	2
1583	TE-U-TO	2
1584	PO-SO-RI-JO	2
1585	PA-QO-TA	2
1586	AU-TA-MO	2
1587	PO-RO-U-JO	2
1588	O-TU-WO-WE	2
1589	O-PE-RA-NO	2
1590	KO-MA-DO-RO	2
1591	RI-JA-KO	2
1592	A-PE-TE-U	2
1593	RE-U-SI-WO	2
1594	RI-KU-WE	2
1595	KO-RE-TE-RE	2
1596	ZA-MA-E-WI-JA	2
1597	E-KE-RO	2
1598	PI-RO-KA-TE	2
1599	TE-PO-SE-U	2
1600	A-RO-TA	2
1601	SI-RE-WA	2
1602	DO-SI-MI-JA	2
1603	A3-ME-WA	2
1604	WA-A2-TE-PI	2
1605	E-SA-RE-U	2
1606	RE-U-TE-RA	2
1607	DO-RO-QO	2
1608	A-KI-TI-TO	2
1609	E-RE-U	2
1610	KE-I-JO	2
1611	TE-TU-RU-WE	2
1612	O-U-DI-DO-TO	2
1613	PE-RA3-KO-RA-I-JA	2
1614	A-MU-TA-WO	2
1615	E-PO-ME-NE-WE	2
1616	KA-E-SE-U	2
1617	KI-NU-RA	2
1618	DE-DE-ME-NO	2
1619	ZA-KU-SI-JA	2
1620	A-ME-JA-TO	2
1621	TO-RA-KE	2
1622	QE-TO	2
1623	QE-TO-RO-WE	2
1624	E-NE-WO	2
1625	O-PI-KE-RE-MI-NI-JA	2
1626	A-DI-RI-JA-PI	2
1627	PA-KO-TO	2
1628	PE-DE-WE-SA	2
1629	QO-U-KA-RA	2
1630	KU-NA-JA	2
1631	PO-RO-E-KE	2
1632	KU-TE-SE-JA	2
1633	KU-WA-NO	2
1634	PA-RA-KU-WE-QE	2
1635	PO-NI-KI-PI	2
1636	A-KA-RA-NO	2
1637	TO-QI-DE-QE	2
1638	KA-RU-PI	2
1639	A-PU-KE	2
1640	A-PE-NE-WO	2
1641	WI-RI-NO	2
1642	E-RA-PE-JA	2
1643	MU-TE-WE	2
1644	PO-QA	2
1645	PA-DE-WE	2
1646	A-RE-PA-ZO-O	2
1647	KU-PA-RO2	2
1648	DO-SE	2
1649	E-RI-WE-RO	2
1650	A3-SA	2
1651	*35-KA-TE-RE	2
1652	PE-RE-KU-WA-NA-KA	2
1653	E-WI-SU-*79-KO	2
1654	E-RU-MI-NI-JA	2
1655	*35-KI-NO-O	2
1656	E-TO-KI-JA	2
1657	WO-NO-WA-TI-SI	2
1658	PE-*65-KA	2
1659	QA-RA-DE-RO	2
1660	PA-TA-JO	2
1661	DI-WO-NU-SO	2
1662	KU-NA-KI-SI	2
1663	O-KE-U-RI-JO	2
1664	KA-NA-PE-WE	2
1665	I-QO-PO	2
1666	I-QO-PO-QO	2
1667	O-U-WA-JA-WO-NI	2
1668	A-KA-DE-I	2
1669	E-RE-O-NI	2
1670	TE-DE-NE-O	2
1671	E-MI-JO-NO-I	2
1672	MA-RI-NE-WE-JA-I	2
1673	DI-U-JA-WO	2
1674	A-KA-I-JE-JA	2
1675	PE-PI-TE-ME-NO-JO	2
1676	A-KA-TO-WA-O	2
1677	E-PE-I-JA-O	2
1678	E-RI-NI-JO	2
1679	PO-RO-E-KO	2
1680	E-KE-NE	2
1681	MO-I-DA	2
1682	AU-WI-JA-TO	2
1683	QA-RU-KO	2
1684	A-NE-A2	2
1685	MA-NO	2
1686	KE-RA-SO	2
1687	PU-KA-RO	2
1688	PE-SE-RO	2
1689	A-KE-RE-WI-JO	2
1690	O-U-KO	2
1691	O-U-KA	2
1692	A-PI-DO-RA	2
1693	KA-NA-PE-U-SI	2
1694	QE-TI-JA	2
1695	TU-KA-TE-QE	2
1696	KI-RA-QE	2
1697	TO-RA-KA	2
1698	PI-PI	2
1699	A-RE-ZO-ME-NE	2
1700	A-RE-ME-NE	2
1701	DI-NO-ZO	2
1702	I-RU	2
1703	U-PO-O-PA	2
1704	DE-U-KI-JO-JO	1
1705	DI-KA-TA-JO	1
1706	A-NE-MO	1
1707	SA-NA-TO-DE	1
1708	A-*65-MA-NA-KE	1
1709	A-RO-DO-RO-O	1
1710	WA-KE-TA	1
1711	DI-WI-JO-JO	1
1712	O-JA-DE	1
1713	QE-SA-MA-QA	1
1714	TA-MI-TE-MO	1
1715	RA-PA-TO	1
1716	*47-KU-TO-DE	1
1717	PI-PI-TU-NA	1
1718	AU-RI-MO-DE	1
1719	A-MA-KO-TO	1
1720	JO-TE-RE-PA-TO	1
1721	E-KE-SE-SI	1
1722	QE-RA-SI-JO	1
1723	A-*65-MA	1
1724	KA-U-DA	1
1725	NA-TO-DE	1
1726	JA-PE-RE-SO	1
1727	KI-RI-JO-DE	1
1728	O-NE-RO2-I	1
1729	TI-MI-NU-WO	1
1730	A-TO	1
1731	ZO-DO-SO	1
1732	A-SA-RO	1
1733	SU-KE-RE	1
1734	TA-RE-WO	1
1735	WI-RI	1
1736	SA-NO	1
1737	E-U-DA-I-TA	1
1738	SU-KI-RI-TA-PI	1
1739	RI-*65-NO	1
1740	A-PE-RE	1
1741	TE-PA-RA	1
1742	PO-RO-DE-QO-NO	1
1743	MA-QE	1
1744	A-TA-NA-PO-TI-NI-JA	1
1745	E-NU-WA-RI-JO	1
1746	PA-JA-WO-NE	1
1747	E-RI-NU-WE	1
1748	KO-RO-SA-NO	1
1749	PO-RO-TU-QO-NO	1
1750	E-QE-A-O	1
1751	E-WE-WA-TA	1
1752	TA-RA-ME-TO	1
1753	A-NI-O-KO	1
1754	KI-SI-WI-JO	1
1755	WI-DA-JO	1
1756	DI-WE-SO	1
1757	O-KU-NA-WO	1
1758	O-RO-KE-U	1
1759	ME-*86-TA	1
1760	TI-RI-SA-TA	1
1761	PE-SE-RO-JO	1
1762	MI-KA-TO	1
1763	PO-RU-KA-TO	1
1764	KU-KA-RA-RE	1
1765	KA-WI-JA	1
1766	A-KA-TO-WA	1
1767	A-KA-ME-NE	1
1768	KA-TA-RA	1
1769	E-RI-*19	1
1770	RU-PO-TO	1
1771	KI-JE-U	1
1772	DI-WI-JE-JA	1
1773	KI-SI-WI-JE-JA	1
1774	PE-RA2-WO	1
1775	*47-DA	1
1776	MI-KO	1
1777	KO-WI-RO-WO-KO	1
1778	A3-TE-RE	1
1779	E-WI-TA-JO	1
1780	KI-RA2-I-JO	1
1781	PA-WE-PI	1
1782	I-*65-KE-O	1
1783	A-KI-RE-U	1
1784	MA-KI	1
1785	ZA-KI-RI-JO	1
1786	A-KU-WO	1
1787	ZA-MI-SO	1
1788	A-KU-DI-RI	1
1789	U-WA-SI-JO	1
1790	O-KE-TE	1
1791	E-RO-E-O	1
1792	NE-JO	1
1793	U-O	1
1794	A2-KE-TE-RE	1
1795	NE-RI-JO	1
1796	RA-MO	1
1797	QE-WA	1
1798	DA-O-TA	1
1799	E-U-O-MO	1
1800	E-PI-DA-O	1
1801	RU-O-WO	1
1802	QA-MI-SI-JO	1
1803	SI-WA	1
1804	DA-TE	1
1805	A-KU-NA-I	1
1806	DA-PU-RI-TO	1
1807	PA-ZE-QE	1
1808	KE-WO	1
1809	*47-TA-QO	1
1810	PU-RA-KO	1
1811	I-KE-SE	1
1812	E-RE-PA-RO	1
1813	TA-MO	1
1814	U-WO-QE-NE	1
1815	U-DU-RU-WO	1
1816	KU-PA-SA	1
1817	KA-TA-RA-PI	1
1818	A-KE-TO-RO	1
1819	A-PI-DO-RO	1
1820	MA-U-DO	1
1821	E-U-RU-QO-TA	1
1822	DA-TE-WA	1
1823	TE-RA-PE-TE	1
1824	RO-A	1
1825	RI-U-NO	1
1826	TO-KO-SO-TA	1
1827	A-TE-U-KE	1
1828	JA-SA	1
1829	TA-TA-TA	1
1830	A-RE-KO-TO-RE	1
1831	NA-I	1
1832	E-U-KO-ME	1
1833	NE-JE-TA	1
1834	RA-WA-KE-SI	1
1835	MA-KE-RA-MO	1
1836	I-DA-RA-TA	1
1837	NA-ZO	1
1838	WA-SI-RO	1
1839	DE-RE-U-KO	1
1840	A-PI-PO-RE-WE	1
1841	I-PO-NO	1
1842	A-DA-WO-NE	1
1843	O-DA	1
1844	E-U-RU-DA-MO	1
1845	SO-TU-WO-NO	1
1846	DO-RI-WO	1
1847	WO-RA-KE-RE	1
1848	RI-TO-WO	1
1849	PE-RI-TO	1
1850	A-PI-DA-TA	1
1851	PO-RU-TE-WE	1
1852	U-PO-WE	1
1853	SA-U-KO	1
1854	PI-RA-QO	1
1855	A-RE-U-KE	1
1856	A-RO-WO-TA	1
1857	A-NE-TE-WA	1
1858	KO-MA-RA	1
1859	TE-RE-JA-WO	1
1860	A-RE-SE	1
1861	TO-NI-JA	1
1862	TE-RA-PO-TI	1
1863	WO-NO-QI	1
1864	PA-TO-RO	1
1865	A-PI-RE-JO	1
1866	PU-MO-NE	1
1867	TA-RA-SA-TA	1
1868	A-KE-RA-NO	1
1869	A-RE-JO	1
1870	MA-TI-RI	1
1871	SU-PA-TA	1
1872	PA-SA-KO-ME-NO	1
1873	E-RE-PA-I-RO	1
1874	NA-U-SI-KE-RE	1
1875	A-NE-U-DA	1
1876	DI-WO-A-NE	1
1877	MI-NI-SI	1
1878	ME-ZA-WO	1
1879	PA-DI-JO	1
1880	O-PI-RI-MI-NI-JO	1
1881	A-QA-RO	1
1882	PO-*34-WI-DO	1
1883	A-*47	1
1884	E-RO-E	1
1885	QE-RA-DI-RI-JO	1
1886	*47-U	1
1887	I-SA-WO	1
1888	PO-*34	1
1889	A-RE-KA-TU-RU-WO	1
1890	QA-*83-TO	1
1891	PA-WA-SO	1
1892	I-KA-SE	1
1893	SI-MO	1
1894	SA-MA-DA	1
1895	TI-JA-NO	1
1896	O-U-KI-TE-MI	1
1897	A-PE-TI-RA2	1
1898	I-KU-WO-I-PI	1
1899	RE-KA-SE-RA-WO	1
1900	A-U-TA-NA	1
1901	NA-PI	1
1902	DU-PI-JO	1
1903	RA-WA-SI-JO	1
1904	WO-RO-TO-QO	1
1905	ME-TA-RI-KO-WO	1
1906	TE-U-TO-RI-*65	1
1907	E-RU-TI-RI-JO	1
1908	TA-RA-I	1
1909	E-KO-SO-WO-KO	1
1910	E-NA-I-JO	1
1911	E-RI-TA-RI-JO	1
1912	RA-KE-RE-WE	1
1913	DO-QI	1
1914	SE-KE-RU-PA-KO	1
1915	TA-NA-TI	1
1916	E-WE-WA	1
1917	TI-MA	1
1918	E-PI-TA	1
1919	TE-ME-U	1
1920	A-PA-TE	1
1921	WO-NI-JO	1
1922	A-TA-WO-NE	1
1923	WE-WA	1
1924	NO-DA-MA	1
1925	E-RI-RA-I	1
1926	PA-*34-SO	1
1927	RE-MI-SI-JO	1
1928	RA-WO-TE	1
1929	I-DA-WO	1
1930	ZE-PU	1
1931	KE-TO-RI	1
1932	KE-SI-JO	1
1933	PE-RA-TE-RO	1
1934	A-PI-RE-WE	1
1935	PO-MI-JO	1
1936	WI-TO	1
1937	O-PA-WO-NE-JA	1
1938	PE-DA-I-RA	1
1939	DU-NI-JA	1
1940	A-NE-RA-TO	1
1941	DO-RE-WE	1
1942	DU-PU2-SO	1
1943	KA-PA-RI-JO-NE	1
1944	I-SU-KU-WO-DO-TO	1
1945	DE-U-JO-I	1
1946	RA-MA-NA-DE	1
1947	KA-RA-E-I-JO	1
1948	PA-JA-NI-JO	1
1949	O-MI-RI-JO-I	1
1950	E-RA-DE	1
1951	E-TE-JA	1
1952	KI-RA-*56-SO	1
1953	MA-SI-DWO	1
1954	QE-TE-A	1
1955	TE-RE-NO	1
1956	DI-WO-PU-KA-TA	1
1957	A-KU-TU-RU-WO	1
1958	U-TE-SI	1
1959	*83-JA-DE	1
