source_file,doc_id,site,support,locus,seq,context_word,logogram,integer,fraction_seq,uncertain,restored,damaged,is_kuro,parser
HTtexts,HT 49a.6-7;,Haghia Triada,tablet,.1-2,0,KI-RO,,197,,0,0,0,0,B
HTtexts,HT 49a.6-7;,Haghia Triada,tablet,.2,1,ZU-SU,,70,,0,0,0,0,B
HTtexts,HT 49a.6-7;,Haghia Triada,tablet,.2-3,2,DI-DI-ZA-KE,,52,,0,0,0,0,B
HTtexts,HT 49a.6-7;,Haghia Triada,tablet,.3-4,3,KU-PA3-NU,,109,,0,0,0,0,B
HTtexts,HT 49a.6-7;,Haghia Triada,tablet,.4,4,A-RA-NA-RE,,105,,0,0,0,0,B
HTtexts,HT 95a.4-5,Haghia Triada,tablet,.1,5,A-KA-RU,OLE+U *610,20,,0,1,0,0,B
HTtexts,HT 95a.4-5,Haghia Triada,tablet,.2,6,*609,,17,,0,1,0,0,B
HTtexts,HT 95a.4-5,Haghia Triada,tablet,.2,7,*613,,3,,0,1,0,0,B
HTtexts,HT 95a.4-5,Haghia Triada,tablet,.3,8,KI-RE-TA-NA,OLE+U *610,54,,0,1,0,0,B
HTtexts,HT 95a.4-5,Haghia Triada,tablet,.4,9,*609,,47,,0,1,0,0,B
HTtexts,HT 95a.4-5,Haghia Triada,tablet,.6,10,,,1,,0,0,0,0,B
HTtexts,HT 3,Haghia Triada,tablet,.1,11,MA-DI,,2,,0,1,0,0,B
HTtexts,HT 3,Haghia Triada,tablet,.3,12,,,2,,0,1,0,0,B
HTtexts,HT 3,Haghia Triada,tablet,.3,13,DI,,2,,0,1,0,0,B
HTtexts,HT 3,Haghia Triada,tablet,.4,14,,,4,,0,1,0,0,B
HTtexts,HT 3,Haghia Triada,tablet,.4,15,MU-RU,,1,,0,0,0,0,B
HTtexts,HT 3,Haghia Triada,tablet,.5,16,SI-TU-RA2-RE,,5,,0,1,0,0,B
HTtexts,HT 3,Haghia Triada,tablet,.6,17,KU-PA3-NU,,3,,0,1,0,0,B
HTtexts,HT 3,Haghia Triada,tablet,.7,18,MA-DI,,2,,0,1,0,0,B
HTtexts,HT 4,Haghia Triada,tablet,.2,19,-DU-RI-TE,,2,,0,1,0,0,B
HTtexts,HT 4,Haghia Triada,tablet,.4,20,TA-PI-SI-DI,,2,,0,1,0,0,B
HTtexts,HT 5,Haghia Triada,tablet,.2,21,MA-SI,,30,,0,1,0,0,B
HTtexts,HT 5,Haghia Triada,tablet,.3,22,-WI-DU,,10,,0,1,0,0,B
HTtexts,HT 6,Haghia Triada,tablet,a.1-2,23,DA-TA-RA,TE FIC,15,,0,0,0,0,B
HTtexts,HT 6,Haghia Triada,tablet,a.2-3,24,PI-TA-JA,,24,,0,0,0,0,B
HTtexts,HT 6,Haghia Triada,tablet,a.3,25,*538,,,DD,0,0,0,0,B
HTtexts,HT 6,Haghia Triada,tablet,a.3-4,26,MA-*321,,10,,0,0,0,0,B
HTtexts,HT 6,Haghia Triada,tablet,a.4,27,O-RA2-DI-NE,,2,,0,0,0,0,B
HTtexts,HT 6,Haghia Triada,tablet,a.4-5,28,KA-PA-QE,,5,JE,0,0,0,0,B
HTtexts,HT 6,Haghia Triada,tablet,a.6-7,29,QE-PI-TA,,22,JE,0,0,0,0,B
HTtexts,HT 6,Haghia Triada,tablet,a.7,30,FIC,,15,J,0,0,0,0,B
HTtexts,HT 6,Haghia Triada,tablet,b.1-2,31,WA-DU-NI-MI,,3,H,0,0,0,0,B
HTtexts,HT 6,Haghia Triada,tablet,b.2,32,RA-TI-SE,,1,,0,0,0,0,B
HTtexts,HT 6,Haghia Triada,tablet,b.2-3,33,MA-RI--I,,3,,0,1,0,0,B
HTtexts,HT 6,Haghia Triada,tablet,b.4,34,DU-DA-MA,,66,,0,0,0,0,B
HTtexts,HT 6,Haghia Triada,tablet,b.5,35,DA-KI,,3,E,0,0,0,0,B
HTtexts,HT 6,Haghia Triada,tablet,b.5-6,36,SA-MA,,35,,0,0,0,0,B
HTtexts,HT 6,Haghia Triada,tablet,b.6,37,PA3-NI-NA,,17,J,0,0,0,0,B
HTtexts,HT 10a.1,Haghia Triada,za,a.2,38,I-RU-JA,,3,,0,0,0,0,B
HTtexts,HT 10a.1,Haghia Triada,za,a.3,39,DU-JA,,4,,0,0,0,0,B
HTtexts,HT 10a.1,Haghia Triada,za,a.4,40,TA-NA-TI,,1,,0,0,0,0,B
HTtexts,HT 10a.1,Haghia Triada,za,a.4-5,41,DA-RE,,1,,0,0,0,0,B
HTtexts,HT 10a.1,Haghia Triada,za,a.5,42,TE-TU,,1,,0,0,0,0,B
HTtexts,HT 10a.1,Haghia Triada,za,b.1,43,QIf-TU-NE,,1,,0,0,0,0,B
HTtexts,HT 10a.1,Haghia Triada,za,b.2,44,DA-RU-*329,,2,,0,0,0,0,B
HTtexts,HT 8,Haghia Triada,tablet,a.1,45,JE-DI,OLE+KI *618,10,,0,0,0,0,B
HTtexts,HT 8,Haghia Triada,tablet,a.1-2,46,PA3-KA-RA-TI,,1,J,0,0,0,0,B
HTtexts,HT 8,Haghia Triada,tablet,a.2,47,PA,,3,J,0,0,0,0,B
HTtexts,HT 8,Haghia Triada,tablet,a.3,48,TE-*301,,2,,0,0,0,0,B
HTtexts,HT 8,Haghia Triada,tablet,a.3-4,49,QA-*310-I,,,JE,0,0,0,0,B
HTtexts,HT 8,Haghia Triada,tablet,a.4,50,SI-KI-RA,,,E,0,0,0,0,B
HTtexts,HT 8,Haghia Triada,tablet,a.5,51,KI-RE-TA-NA,,,J,0,0,0,0,B
HTtexts,HT 8,Haghia Triada,tablet,b.1,52,SU-PU2,*188,1,,0,0,0,0,B
HTtexts,HT 8,Haghia Triada,tablet,b.3,53,,,5,,0,0,0,0,B
HTtexts,HT 8,Haghia Triada,tablet,b.3,54,PA3,,1,,0,0,0,0,B
HTtexts,HT 8,Haghia Triada,tablet,b.3,55,*188,,2,,0,0,0,0,B
HTtexts,HT 8,Haghia Triada,tablet,b.3-4,56,QA-*310-I,,1,EF,0,0,0,0,B
HTtexts,HT 8,Haghia Triada,tablet,b.4,57,KA-PA,,,J,0,0,0,0,B
HTtexts,HT 8,Haghia Triada,tablet,b.4,58,PA-JA-RE,,1,F,0,0,0,0,B
HTtexts,HT 8,Haghia Triada,tablet,b.5,59,*565,,,J,0,0,0,0,B
HTtexts,HT 8,Haghia Triada,tablet,b.5,60,,,,J,0,0,0,0,B
HTtexts,HT 8,Haghia Triada,tablet,b.4,61,PA-JA-RE,1F gave 1 1/8 to PA-JA-RE,1,,0,0,0,0,B
HTtexts,HT 9,Haghia Triada,tablet,a.2,62,PA-DE,,5,JE,0,0,0,0,B
HTtexts,HT 9,Haghia Triada,tablet,a.2-3,63,*306-TU,,10,,0,0,0,0,B
HTtexts,HT 9,Haghia Triada,tablet,a.3,64,DI-NA-U,,4,,0,0,0,0,B
HTtexts,HT 9,Haghia Triada,tablet,a.3-4,65,QE-PU,,2,,0,0,0,0,B
HTtexts,HT 9,Haghia Triada,tablet,a.4,66,*324-DI-RA,,2,J,0,0,0,0,B
HTtexts,HT 9,Haghia Triada,tablet,a.4-5,67,TA-I-*123,,2,J,0,0,0,0,B
HTtexts,HT 9,Haghia Triada,tablet,a.5-6,68,A-RU,,4,E,0,0,0,0,B
HTtexts,HT 9,Haghia Triada,tablet,a.6,69,KU-RO,,31,JE,0,0,0,1,B
HTtexts,HT 9,Haghia Triada,tablet,b.2,70,PA-DE,,3,,0,0,0,0,B
HTtexts,HT 9,Haghia Triada,tablet,b.2-3,71,A-SI,,3,,0,0,0,0,B
HTtexts,HT 9,Haghia Triada,tablet,b.3,72,*306-TU,,8,,0,0,0,0,B
HTtexts,HT 9,Haghia Triada,tablet,b.3,73,*324-DI-RA,,2,,0,0,0,0,B
HTtexts,HT 9,Haghia Triada,tablet,b.4,74,QE-PU,,2,,0,0,0,0,B
HTtexts,HT 9,Haghia Triada,tablet,b.4,75,TA-I-*123,,2,,0,0,0,0,B
HTtexts,HT 9,Haghia Triada,tablet,b.5,76,DI-NA-U,,4,,0,0,0,0,B
HTtexts,HT 9,Haghia Triada,tablet,b.6,77,KU-RO,,24,,0,0,0,1,B
HTtexts,HT 39.1.,Haghia Triada,zb,a.1,78,SA-MA,,4,,0,0,0,0,B
HTtexts,HT 39.1.,Haghia Triada,zb,a.2,79,DA-RE,,16,J,0,0,0,0,B
HTtexts,HT 39.1.,Haghia Triada,zb,a.2-3,80,*301,,6,,0,0,0,0,B
HTtexts,HT 39.1.,Haghia Triada,zb,a.3,81,U-*325-ZA,,104,,0,1,0,0,B
HTtexts,HT 39.1.,Haghia Triada,zb,a.3-4,82,*305-RU,,2,J,0,0,0,0,B
HTtexts,HT 39.1.,Haghia Triada,zb,a.4,83,DA-RI-DA,,8,,0,0,0,0,B
HTtexts,HT 39.1.,Haghia Triada,zb,a.4,84,ME-ZA,,3,,0,0,0,0,B
HTtexts,HT 39.1.,Haghia Triada,zb,b.1,85,U-TI,,1,,0,0,0,0,B
HTtexts,HT 39.1.,Haghia Triada,zb,b.1,86,DA-RE,,2,,0,0,0,0,B
HTtexts,HT 39.1.,Haghia Triada,zb,b.1-2,87,TA-RI-NA,,15,,0,0,0,0,B
HTtexts,HT 39.1.,Haghia Triada,zb,b.2,88,*312-TA,,6,J,0,0,0,0,B
HTtexts,HT 39.1.,Haghia Triada,zb,b.3,89,KA-SA-RU,,6,,0,0,0,0,B
HTtexts,HT 39.1.,Haghia Triada,zb,b.4,90,TA-NA-TI,,9,E,0,0,0,0,B
HTtexts,HT 6b.5-6,Haghia Triada,za,a.1-2,91,A-RU-RA-,,3,,0,1,0,0,B
HTtexts,HT 6b.5-6,Haghia Triada,za,a.2,92,KA-RO-NA,,2,,0,0,0,0,B
HTtexts,HT 6b.5-6,Haghia Triada,za,a.3,93,*322-RI,,1,,0,0,0,0,B
HTtexts,HT 6b.5-6,Haghia Triada,za,a.3,94,KU-RO,,10,,0,0,0,1,B
HTtexts,HT 6b.5-6,Haghia Triada,za,a.3-4,95,A-SU-JA,,1,,0,0,0,0,B
HTtexts,HT 6b.5-6,Haghia Triada,za,a.4,96,VIR-I,,3,,0,0,0,0,B
HTtexts,HT 6b.5-6,Haghia Triada,za,a.5,97,TA2,,15,,0,0,0,0,B
HTtexts,HT 6b.5-6,Haghia Triada,za,b.2,98,KA,,40,,0,0,0,0,B
HTtexts,HT 6b.5-6,Haghia Triada,za,b.2,99,KA,,30,,0,0,0,0,B
HTtexts,HT 6b.5-6,Haghia Triada,za,b.3,100,KA,,50,,0,0,0,0,B
HTtexts,HT 6b.5-6,Haghia Triada,za,b.3-4,101,RU-ZU-NA,KA,30,,0,0,0,0,B
HTtexts,HT 6b.5-6,Haghia Triada,za,b.4-5,102,SA-QE-RI,KA,30,,0,0,0,0,B
HTtexts,HT 6b.5-6,Haghia Triada,za,b.5-6,103,KU-RO,,180,,0,0,0,1,B
HTtexts,HT 12,Haghia Triada,tablet,.1-2,104,QA-TI-DA-TE,OLE+DI *608,5,,0,0,0,0,B
HTtexts,HT 12,Haghia Triada,tablet,.2,105,*304,,5,,0,0,0,0,B
HTtexts,HT 12,Haghia Triada,tablet,.3,106,QE-TU-NE,QA++PU *510,1,,1,1,0,0,B
HTtexts,HT 12,Haghia Triada,tablet,.4,107,,,30,E,0,0,0,0,B
HTtexts,HT 12,Haghia Triada,tablet,.4-5,108,Talent,,5,,0,0,0,0,B
HTtexts,HT 12,Haghia Triada,tablet,.5,109,*626,,3,,0,0,0,0,B
HTtexts,HT 12,Haghia Triada,tablet,.5,110,FIC,,1,,0,0,0,0,B
HTtexts,HT 12,Haghia Triada,tablet,.6,111,*511,,,K,1,1,0,0,B
HTtexts,HT 12,Haghia Triada,tablet,.6,112,DA-I,,50,,0,0,0,0,B
HTtexts,HT 13,Haghia Triada,tablet,.2,113,RE-ZA,,5,J,0,1,0,0,B
HTtexts,HT 13,Haghia Triada,tablet,.3,114,TE-TU,,56,,0,0,0,0,B
HTtexts,HT 13,Haghia Triada,tablet,.3-4,115,TE-KI,,27,J,0,0,0,0,B
HTtexts,HT 13,Haghia Triada,tablet,.4,116,KU-ZU-NI,,18,,0,0,0,0,B
HTtexts,HT 13,Haghia Triada,tablet,.5,117,DA-SI-*118,,19,,0,0,0,0,B
HTtexts,HT 13,Haghia Triada,tablet,.5-6,118,I-DU-NE-SI,,5,,0,0,0,0,B
HTtexts,HT 13,Haghia Triada,tablet,.7,119,KU-RO,,130,J,0,0,0,1,B
HTtexts,HT 14,Haghia Triada,tablet,.1-2,120,PU-VINa,TE GRA OLE+MI *622 OLE+DI *608 *304 OLIV,3033913,,0,0,0,0,B
HTtexts,HT 14,Haghia Triada,tablet,.3-5,121,A-PU2-NA-DU,GRA OLE+MI *622 OLE+DI *608 *304 OLIV,4554614,,0,0,0,0,B
HTtexts,HT 15,Haghia Triada,tablet,.1-2,122,DU-*123-A,,684,,0,0,0,0,B
HTtexts,HT 15,Haghia Triada,tablet,.2-3,123,*586,,570,,0,0,0,0,B
HTtexts,HT 15,Haghia Triada,tablet,.4,124,KI-RO,,400,,0,0,0,0,B
HTtexts,HT 16,Haghia Triada,tablet,.1-2,125,DI-NA-U,,,F,0,0,0,0,B
HTtexts,HT 16,Haghia Triada,tablet,.2-3,126,WA,,,B,0,0,0,0,B
HTtexts,HT 16,Haghia Triada,tablet,.3,127,*684,,,EF,0,0,0,0,B
HTtexts,HT 16,Haghia Triada,tablet,.4,128,SA-PO,ZE,,K,0,0,0,0,B
HTtexts,HT 17,Haghia Triada,tablet,.1,129,RA-*164a-TI,TE VIN,38,,0,0,0,0,B
HTtexts,HT 17,Haghia Triada,tablet,.2,130,SA-*315/RO,,10,,0,0,0,0,B
HTtexts,HT 17,Haghia Triada,tablet,.3,131,SI-DA-RE,,5,,0,0,0,0,B
HTtexts,HT 19,Haghia Triada,tablet,.1,132,PA-SE,GRA+QE *578,20,,0,0,0,0,B
HTtexts,HT 19,Haghia Triada,tablet,.1,133,*618,,2,,0,0,0,0,B
HTtexts,HT 19,Haghia Triada,tablet,.2,134,*304,,3,,0,0,0,0,B
HTtexts,HT 19,Haghia Triada,tablet,.2,135,SA-RA2,GRA,10,,0,0,0,0,B
HTtexts,HT 19,Haghia Triada,tablet,.2-3,136,FIC,,10,,0,0,0,0,B
HTtexts,HT 19,Haghia Triada,tablet,.1-2,137,RA-*164a-TI,TE VINa,30,,0,0,0,0,B
HTtexts,HT 19,Haghia Triada,tablet,.2-3,138,SA-*315/RO,,5,J,0,0,0,0,B
HTtexts,HT 19,Haghia Triada,tablet,.3-4,139,DU-ME-DI,,43,J,0,0,0,0,B
HTtexts,HT 17,Haghia Triada,tablet,.1-2,140,KU-MA-JU,,,E,0,0,0,0,B
HTtexts,HT 17,Haghia Triada,tablet,.2-3,141,QE-KU-RE,DI,,J,0,0,0,0,B
HTtexts,HT 17,Haghia Triada,tablet,.4,142,CAPm,,,F,0,0,0,0,B
HTtexts,HT 17,Haghia Triada,tablet,.4-5,143,SA-RE-JU,,,F,0,0,0,0,B
HTtexts,HT 17,Haghia Triada,tablet,.5,144,*684,,,J,0,0,0,0,B
HTtexts,HT 21,Haghia Triada,tablet,.1-2,145,PI-TA-KA-SE,TE GRA,161,,0,0,0,0,B
HTtexts,HT 21,Haghia Triada,tablet,.2-3,146,*610,,11,,0,0,0,0,B
HTtexts,HT 21,Haghia Triada,tablet,.3,147,*613,,3,JE,0,0,0,0,B
HTtexts,HT 21,Haghia Triada,tablet,.3,148,*304,,7,JE,0,0,0,0,B
HTtexts,HT 21,Haghia Triada,tablet,.4,149,OLIV,,1,E,0,0,0,0,B
HTtexts,HT 22,Haghia Triada,tablet,.1,150,*585,,230,,0,0,0,0,B
HTtexts,HT 22,Haghia Triada,tablet,.2,151,*643,,113,,0,0,0,0,B
HTtexts,HT 23+150,Haghia Triada,tablet,a.1,152,KA-NA,*303,,B,0,0,0,0,B
HTtexts,HT 23+150,Haghia Triada,tablet,a.1,153,*308,,,H,0,0,0,0,B
HTtexts,HT 23+150,Haghia Triada,tablet,a.1,154,*612,,,H,0,0,0,0,B
HTtexts,HT 23+150,Haghia Triada,tablet,a.2,155,*621,,,H,0,0,0,0,B
HTtexts,HT 23+150,Haghia Triada,tablet,a.2,156,*614,,,H,0,0,0,0,B
HTtexts,HT 23+150,Haghia Triada,tablet,a.2,157,*550,,,H,0,0,0,0,B
HTtexts,HT 23+150,Haghia Triada,tablet,a.2-3,158,VINa,,10,,0,0,0,0,B
HTtexts,HT 23+150,Haghia Triada,tablet,a.3,159,*508,,10,,1,1,0,0,B
HTtexts,HT 23+150,Haghia Triada,tablet,a.3,160,*509,,10,,1,1,0,0,B
HTtexts,HT 23+150,Haghia Triada,tablet,a.3,161,,,17,E,0,0,0,0,B
HTtexts,HT 23+150,Haghia Triada,tablet,a.4,162,QIf-RI-TU-QA,,,K,0,0,0,0,B
HTtexts,HT 23+150,Haghia Triada,tablet,a.4-5,163,SA-SA-ME,,,K,0,0,0,0,B
HTtexts,HT 23+150,Haghia Triada,tablet,a.5,164,*530,,10,,0,0,0,0,B
HTtexts,HT 23+150,Haghia Triada,tablet,a.5,165,KO-RU,,1,,0,0,0,0,B
HTtexts,HT 23+150,Haghia Triada,tablet,b.1,166,NI-RA,*303,,B,0,0,0,0,B
HTtexts,HT 23+150,Haghia Triada,tablet,b.1,167,OLE,,,B,0,1,0,0,B
HTtexts,HT 23+150,Haghia Triada,tablet,b.2,168,*508,,1,,1,1,0,0,B
HTtexts,HT 23+150,Haghia Triada,tablet,b.3,169,,,7,E,0,1,0,0,B
HTtexts,HT 24,Haghia Triada,tablet,a.2,170,,,6,,0,1,0,0,B
HTtexts,HT 24,Haghia Triada,tablet,a.2,171,*561,,10,,0,0,0,0,B
HTtexts,HT 24,Haghia Triada,tablet,a.3,172,,,9,J,0,1,0,0,B
HTtexts,HT 24,Haghia Triada,tablet,a.3,173,*561,,6,,0,0,0,0,B
HTtexts,HT 24,Haghia Triada,tablet,b.1,174,*118,,1,JE,0,1,0,0,B
HTtexts,HT 24,Haghia Triada,tablet,b.1-2,175,*118,,1,JE,0,0,0,0,B
HTtexts,HT 24,Haghia Triada,tablet,b.2,176,*118,,1,,0,0,0,0,B
HTtexts,HT 25,Haghia Triada,tablet,a.1,177,,,1,,0,1,0,0,B
HTtexts,HT 25,Haghia Triada,tablet,a.2,178,RU-NI,,1,,0,1,0,0,B
HTtexts,HT 25,Haghia Triada,tablet,a.2,179,U-RE-WI,,1,,0,0,0,0,B
HTtexts,HT 25,Haghia Triada,tablet,a.2-3,180,DI-NA-U,,1,,0,0,0,0,B
HTtexts,HT 25,Haghia Triada,tablet,a.3,181,A-RI-NI-TA,,1,,0,0,0,0,B
HTtexts,HT 25,Haghia Triada,tablet,a.4,182,ZU-JU-PU2,,1,,0,1,0,0,B
HTtexts,HT 25,Haghia Triada,tablet,a.5,183,I-KI-RA,,1,,0,1,0,0,B
HTtexts,HT 25,Haghia Triada,tablet,a.5,184,PA,,1,,0,0,0,0,B
HTtexts,HT 25,Haghia Triada,tablet,b.2,185,KU-RO,,16,,0,0,0,1,B
HTtexts,HT 25,Haghia Triada,tablet,b.2,186,I-TI,VIR,28,,0,0,0,0,B
HTtexts,HT 25,Haghia Triada,tablet,b.3,187,VIR,,24,,0,0,0,0,B
HTtexts,HT 25,Haghia Triada,tablet,b.4,188,KU-RO,,52,,0,0,0,1,B
HTtexts,HT 26,Haghia Triada,tablet,a.2,189,TA-TI,,21,,0,0,0,0,B
HTtexts,HT 26,Haghia Triada,tablet,a.2-3,190,MI-KI-SE-NA,,15,,0,0,0,0,B
HTtexts,HT 26,Haghia Triada,tablet,a.3-4,191,U-NU-QIf,,5,,0,1,0,0,B
HTtexts,HT 26,Haghia Triada,tablet,b.1,192,VIR,,9,,0,0,0,0,B
HTtexts,HT 26,Haghia Triada,tablet,b.2,193,-RO-NI,,3,,0,1,0,0,B
HTtexts,HT 26,Haghia Triada,tablet,b.2-3,194,KA-U-ZU-NI,,4,,0,0,0,0,B
HTtexts,HT 26,Haghia Triada,tablet,b.3,195,*545,,12,,0,0,0,0,B
HTtexts,HT 26,Haghia Triada,tablet,b.4,196,I-*308,,2,,0,1,0,0,B
HTtexts,HT 26,Haghia Triada,tablet,b.4,197,*565,,7,,0,1,0,0,B
HTtexts,HT 27+48,Haghia Triada,tablet,a.1,198,VIR,,90,,0,0,0,0,B
HTtexts,HT 27+48,Haghia Triada,tablet,a.2,199,,,50,,0,1,0,0,B
HTtexts,HT 27+48,Haghia Triada,tablet,a.2,200,*86,,51,,0,0,0,0,B
HTtexts,HT 27+48,Haghia Triada,tablet,a.2,201,RE,,20,,0,0,0,0,B
HTtexts,HT 27+48,Haghia Triada,tablet,a.3,202,I-MI-SA-RA,,43,,0,1,0,0,B
HTtexts,HT 27+48,Haghia Triada,tablet,a.4,203,QE,,21,,0,1,0,0,B
HTtexts,HT 27+48,Haghia Triada,tablet,a.5,204,SA-RA-DI,,5,,0,1,0,0,B
HTtexts,HT 27+48,Haghia Triada,tablet,a.6,205,VIR,,42,,0,0,0,0,B
HTtexts,HT 27+48,Haghia Triada,tablet,a.7,206,KU-RO,,335,,0,0,0,1,B
HTtexts,HT 27+48,Haghia Triada,tablet,a.8,207,*303,,9,JEB,0,0,0,0,B
HTtexts,HT 27+48,Haghia Triada,tablet,a.8,208,FIC,,10,B,0,0,0,0,B
HTtexts,HT 27+48,Haghia Triada,tablet,a.8,209,VINa,,7,,0,0,0,0,B
HTtexts,HT 27+48,Haghia Triada,tablet,b.2,210,SA,,1,,0,1,0,0,B
HTtexts,HT 27+48,Haghia Triada,tablet,b.5,211,PA-SE,"VINa+WA *591, variant of the preceding SA",4,,0,0,0,0,B
HTtexts,HT 27+48,Haghia Triada,tablet,b.5,212,RE,,70,,0,0,0,0,B
HTtexts,HT 27+48,Haghia Triada,tablet,b.6,213,SA,,4,,0,1,0,0,B
HTtexts,HT 27+48,Haghia Triada,tablet,b.6,214,RE,,40,,0,1,0,0,B
HTtexts,HT 28,Haghia Triada,tablet,a.1-2,215,JA-QIf,GRA+QE *578),5,,0,0,0,0,B
HTtexts,HT 28,Haghia Triada,tablet,a.2,216,*610,,2,,0,0,0,0,B
HTtexts,HT 28,Haghia Triada,tablet,a.2,217,*618,,,J,0,0,0,0,B
HTtexts,HT 28,Haghia Triada,tablet,a.2,218,*622,,1,,0,0,0,0,B
HTtexts,HT 28,Haghia Triada,tablet,a.3,219,SA-RA2,OLE+DI *608,1,,0,0,0,0,B
HTtexts,HT 28,Haghia Triada,tablet,a.3,220,FIC,,2,,0,0,0,0,B
HTtexts,HT 28,Haghia Triada,tablet,a.4,221,VINa,,3,,0,0,0,0,B
HTtexts,HT 28,Haghia Triada,tablet,a.4,222,VINa,,6,,0,0,0,0,B
HTtexts,HT 28,Haghia Triada,tablet,a.5,223,A-RU-DA-RA,GRA,5,,0,0,0,0,B
HTtexts,HT 28,Haghia Triada,tablet,a.5,224,*304,,2,,0,0,0,0,B
HTtexts,HT 28,Haghia Triada,tablet,a.6,225,*608,,3,,0,0,0,0,B
HTtexts,HT 28,Haghia Triada,tablet,a.6,226,I-TA-JA,OLE+DI,10,,0,0,0,0,B
HTtexts,HT 28,Haghia Triada,tablet,b.2,227,SA-RA2,GRA,20,,0,0,0,0,B
HTtexts,HT 28,Haghia Triada,tablet,b.2-3,228,*608,,5,,0,0,0,0,B
HTtexts,HT 28,Haghia Triada,tablet,b.3,229,FIC,,2,,0,0,0,0,B
HTtexts,HT 28,Haghia Triada,tablet,b.3,230,VINa,,4,,0,0,0,0,B
HTtexts,HT 28,Haghia Triada,tablet,b.3-4,231,PU-RA2,FIC,6,,0,0,0,0,B
HTtexts,HT 28,Haghia Triada,tablet,b.4,232,JA-QIf,VINa,6,,0,0,0,0,B
HTtexts,HT 28,Haghia Triada,tablet,b.5,233,WI-DI-NA,OLE+DI *608,3,,0,0,0,0,B
HTtexts,HT 28,Haghia Triada,tablet,b.5,234,VINa,,3,,0,0,0,0,B
HTtexts,HT 28,Haghia Triada,tablet,b.6,235,,,,E,0,0,0,0,B
HTtexts,HT 29,Haghia Triada,tablet,.1,236,RU-MA-TA,,2,,0,1,0,0,B
HTtexts,HT 29,Haghia Triada,tablet,.2,237,,,1,,0,1,0,0,B
HTtexts,HT 29,Haghia Triada,tablet,.2,238,PA-JA-RE,,2,,0,1,0,0,B
HTtexts,HT 29,Haghia Triada,tablet,.3,239,DI-JA-I,,2,,0,1,0,0,B
HTtexts,HT 29,Haghia Triada,tablet,.4,240,SA-*323-MI,,1,,0,0,0,0,B
HTtexts,HT 29,Haghia Triada,tablet,.4-5,241,-KI-TA,,2,,0,1,0,0,B
HTtexts,HT 29,Haghia Triada,tablet,.5,242,A-RE-DA-I,,2,,0,0,0,0,B
HTtexts,HT 29,Haghia Triada,tablet,.6,243,KA-DU-MA-NE,,1,,0,0,0,0,B
HTtexts,HT 88.5,Haghia Triada,za,.1,244,SI,,4,,0,0,0,0,B
HTtexts,HT 88.5,Haghia Triada,za,.2,245,,,14,J,0,1,0,0,B
HTtexts,HT 88.5,Haghia Triada,za,.2,246,FIC,,7,D,0,0,0,0,B
HTtexts,HT 88.5,Haghia Triada,za,.2,247,VINa,,8,J,0,0,0,0,B
HTtexts,HT 88.5,Haghia Triada,za,.3,248,*615,,,DD,0,0,0,0,B
HTtexts,HT 88.5,Haghia Triada,za,.3,249,*510,,,D,1,1,0,0,B
HTtexts,HT 88.5,Haghia Triada,za,.3,250,SA-RA-RA,,,J,0,0,0,0,B
HTtexts,HT 88.5,Haghia Triada,za,.3-4,251,BOSm,,1,,0,0,0,0,B
HTtexts,HT 88.5,Haghia Triada,za,.4,252,KI-RO,*303,8,,0,0,0,0,B
HTtexts,HT 88.5,Haghia Triada,za,.4,253,FIC,,,DD,0,0,0,0,B
HTtexts,HT 88.5,Haghia Triada,za,.5,254,VINa,,,J,0,0,0,0,B
HTtexts,HT 88.5,Haghia Triada,za,.5,255,BOSm,,1,,0,1,0,0,B
HTtexts,HT 88.5,Haghia Triada,za,.5,256,,,,D,0,1,0,0,B
HTtexts,HT 88.5,Haghia Triada,za,.5,257,*615,,,D,0,0,0,0,B
HTtexts,HT 31,Haghia Triada,gorila,.2,258,,,5,,0,1,0,0,B
HTtexts,HT 31,Haghia Triada,gorila,.2,259,*402VAS+QA-PA3,,10,,0,0,0,0,B
HTtexts,HT 31,Haghia Triada,gorila,.2,260,*415VAS+SU-PU,,10,,0,0,0,0,B
HTtexts,HT 31,Haghia Triada,gorila,.3,261,*416VAS+KA-RO-PA3,,10,,0,1,0,0,B
HTtexts,HT 31,Haghia Triada,gorila,.3,262,SA-JA-MA,,30,,0,1,0,0,B
HTtexts,HT 31,Haghia Triada,gorila,.4,263,,,10,,0,1,0,0,B
HTtexts,HT 31,Haghia Triada,gorila,.4-5,264,KI-DE-MA-*323-NA,vest. *402VAS+,400,,0,1,0,0,B
HTtexts,HT 31,Haghia Triada,gorila,.5,265,*402VAS+SU-PA3-RA,,300,,0,0,0,0,B
HTtexts,HT 31,Haghia Triada,gorila,.6,266,*402VAS+PA-TA-QE,,3000,,0,0,0,0,B
HTtexts,HT 6b.2;,Haghia Triada,za,.1,267,SA-RA2,*308,,J,0,0,0,0,B
HTtexts,HT 6b.2;,Haghia Triada,za,.1,268,*612,,,JK,0,0,0,0,B
HTtexts,HT 6b.2;,Haghia Triada,za,.1,269,*510,,1,K,1,1,0,0,B
HTtexts,HT 6b.2;,Haghia Triada,za,.2,270,*508,,1,,1,1,0,0,B
HTtexts,HT 6b.2;,Haghia Triada,za,.2,271,*550,,1,,0,0,0,0,B
HTtexts,HT 6b.2;,Haghia Triada,za,.3,272,SU-RE,,108,,0,0,0,0,B
